CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,COMPANY_STATUS,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,ROC_CODE
L70106DL2015PTC382058,HEALTHCARE SERVICES LIMITED,One Person Company,Company limited by shares,State Govt company,01/10/2015,45134028,24735304,Amalgamated,INFORMATION SERVICE ACTIVITIES,"D-404, MG Road, Andheri, Delhi - 431724",ROC-DELHI
L59643DL2014PLC423183,INDIA LIMITED,Private,Company limited by guarantee,Non-govt company,26/12/2014,24213481,17740335,Amalgamated,MANUFACTURING (CHEMICALS),"D-404, MG Road, Andheri, Delhi - 529236",ROC-DELHI
U75834DL2012PTC864366,TEXTILES OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,11/02/2012,20654616,16193605,Active,INFORMATION SERVICE ACTIVITIES,"C-303, Park Street, Andheri, Delhi - 556810",ROC-DELHI
U12798DL2018PTC299807,CAPITAL TEXTILES VENTURES OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,18/03/2018,35336246,21878682,Under Liquidation,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, Park Street, Andheri, Delhi - 554122",ROC-DELHI
L58051DL2006OPC931856,TECH PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,11/01/2006,43402507,21826671,Strike Off,ACCOMMODATION AND FOOD SERVICE,"A-101, MG Road, Whitefield, Delhi - 518806",ROC-DELHI
U92906DL2007OPC957014,CAPITAL FOODS LIMITED,Private,Company limited by shares,State Govt company,27/06/2007,4302174,9907392,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, Brigade Road, Whitefield, Delhi - 438567",ROC-DELHI
U48322DL2006PLC631075,TRADING SYSTEMS OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,29/12/2006,42606731,22088283,Amalgamated,COMPUTER PROGRAMMING,"C-303, MG Road, Whitefield, Delhi - 475361",ROC-DELHI
U11946DL2020PTC475094,PHARMA OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,18/11/2020,42408816,17834075,Active,HUMAN HEALTH AND SOCIAL WORK,"E-505, Anna Salai, Borivali, Delhi - 512164",ROC-DELHI
L86930DL2014PTC798160,MANUFACTURING CONSTRUCTIONS OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,28/05/2014,32300545,23792613,Strike Off,MANUFACTURING (CHEMICALS),"E-505, Anna Salai, Borivali, Delhi - 558789",ROC-DELHI
U85732DL2001OPC977481,TECHNOLOGIES LIMITED,One Person Company,Company limited by guarantee,State Govt company,31/12/2001,15229691,23500412,Under Liquidation,WHOLESALE TRADE,"A-101, Park Street, Andheri, Delhi - 490557",ROC-DELHI
U96563DL2013PTC932542,SERVICES GLOBAL PHARMA PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,20/07/2013,46981139,17939976,Amalgamated,FINANCIAL SERVICE ACTIVITIES,"D-404, Anna Salai, Adyar, Delhi - 434343",ROC-DELHI
U42063DL2013OPC824520,TECH PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,30/01/2013,3942850,14666308,Under Liquidation,FINANCIAL SERVICE ACTIVITIES,"D-404, MG Road, Adyar, Delhi - 509766",ROC-DELHI
U13186DL2023PTC664372,ENTERPRISES LIMITED,One Person Company,Company limited by guarantee,Non-govt company,16/05/2023,35482798,9837645,Active,HUMAN HEALTH AND SOCIAL WORK,"A-101, Link Road, Satellite, Delhi - 411813",ROC-DELHI
L29934DL2022OPC144227,TECHNOLOGIES MANUFACTURING INNOVATIONS OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,27/09/2022,29540957,960689,Dissolved,FINANCIAL SERVICE ACTIVITIES,"E-505, Link Road, Adyar, Delhi - 500070",ROC-DELHI
L63489DL2013OPC964699,GLOBAL ENTERPRISES VENTURES LIMITED,One Person Company,Company limited by shares,State Govt company,19/06/2013,38645201,11746622,Amalgamated,REAL ESTATE ACTIVITIES,"E-505, Park Street, Satellite, Delhi - 468209",ROC-DELHI
U55223DL2004OPC293954,TRADING PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,22/11/2004,33468111,3269538,Dissolved,MANUFACTURING (TEXTILES),"B-202, Park Street, Adyar, Delhi - 465879",ROC-DELHI
L30135DL2008PTC516666,INVESTMENTS CONSULTANCY LIMITED,One Person Company,Company limited by shares,State Govt company,07/02/2008,47625570,4802167,Active,RETAIL TRADE,"E-505, Link Road, Andheri, Delhi - 420277",ROC-DELHI
L73231DL2002OPC934388,DEVELOPERS TECHNOLOGIES PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,24/11/2002,47789443,418136,Active,COMPUTER PROGRAMMING,"A-101, MG Road, Satellite, Delhi - 529975",ROC-DELHI
L76229DL2019PTC693036,GLOBAL SOLUTIONS REALTY OPC PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,17/07/2019,972883,2099682,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"E-505, Brigade Road, Whitefield, Delhi - 458424",ROC-DELHI
L98023DL2015OPC626081,IMPORTS CONSULTANCY SOLUTIONS OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,08/12/2015,19537660,11000825,Dissolved,EDUCATION,"E-505, Anna Salai, Borivali, Delhi - 405239",ROC-DELHI
L81480DL2010PLC962775,FOODS PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,22/12/2010,46347342,19053132,Active,ACCOMMODATION AND FOOD SERVICE,"E-505, Brigade Road, Whitefield, Delhi - 423091",ROC-DELHI
L75963DL2004OPC720165,SYSTEMS LIMITED,Public,Company limited by shares,State Govt company,30/12/2004,25196506,13020585,Active,WHOLESALE TRADE,"C-303, Park Street, Satellite, Delhi - 508248",ROC-DELHI
U17600DL2003OPC340938,DEVELOPERS EXPORTS CONSTRUCTIONS PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,23/05/2003,6379922,9933416,Strike Off,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, Park Street, Adyar, Delhi - 550911",ROC-DELHI
L42124DL2016PTC385764,EDUCATION HEALTHCARE LIMITED,One Person Company,Unlimited Company,State Govt company,18/03/2016,21310511,8506989,Amalgamated,WHOLESALE TRADE,"E-505, Link Road, Satellite, Delhi - 448043",ROC-DELHI
U66518DL2000PLC839798,INDIA TEXTILES OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,17/11/2000,34024908,16918517,Dissolved,HUMAN HEALTH AND SOCIAL WORK,"C-303, Anna Salai, Whitefield, Delhi - 464507",ROC-DELHI
U47491DL2019PTC668722,SERVICES PRIVATE LIMITED,Private,Unlimited Company,State Govt company,13/08/2019,14991238,20407879,Strike Off,INFORMATION SERVICE ACTIVITIES,"A-101, Brigade Road, Whitefield, Delhi - 497140",ROC-DELHI
U26115DL2002OPC541950,REALTY DEVELOPERS HEALTHCARE PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,15/12/2002,26212493,13288477,Active,CONSTRUCTION,"E-505, Link Road, Andheri, Delhi - 508235",ROC-DELHI
L26335DL2019PTC723595,CONSULTANCY TEXTILES LIMITED,Private,Company limited by shares,State Govt company,17/11/2019,660972,5766548,Under Liquidation,MANUFACTURING (TEXTILES),"E-505, Park Street, Whitefield, Delhi - 425166",ROC-DELHI
U41815DL2023PTC383634,INVESTMENTS LIMITED,One Person Company,Unlimited Company,Non-govt company,07/08/2023,42086336,16314641,Active,ACCOMMODATION AND FOOD SERVICE,"A-101, Link Road, Borivali, Delhi - 512144",ROC-DELHI
U19219DL2002PTC516564,SERVICES OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,01/01/2002,8351285,2602008,Under Liquidation,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, Link Road, Adyar, Delhi - 406748",ROC-DELHI
L33215DL2008OPC938178,IMPORTS LIMITED,Public,Company limited by guarantee,Non-govt company,11/09/2008,13093301,6188981,Active,CONSTRUCTION,"D-404, Park Street, Andheri, Delhi - 419365",ROC-DELHI
U31420DL2010OPC937656,MANUFACTURING PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,07/11/2010,1008565,22759665,Strike Off,INFORMATION SERVICE ACTIVITIES,"D-404, Link Road, Borivali, Delhi - 497742",ROC-DELHI
L27129DL2010PLC892249,DEVELOPERS OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,15/03/2010,14502334,12155316,Active,COMPUTER PROGRAMMING,"C-303, Park Street, Satellite, Delhi - 455261",ROC-DELHI
L89973DL2013PLC880360,CHEMICALS LIMITED,Public,Unlimited Company,State Govt company,01/05/2013,14031650,7794841,Active,COMPUTER PROGRAMMING,"D-404, Park Street, Satellite, Delhi - 404625",ROC-DELHI
L56974DL2011PTC713690,TEXTILES LIMITED,Private,Company limited by guarantee,State Govt company,28/04/2011,21374712,17095640,Amalgamated,ACCOMMODATION AND FOOD SERVICE,"C-303, Brigade Road, Satellite, Delhi - 439872",ROC-DELHI
L64423DL2014OPC893070,TEXTILES SERVICES SYSTEMS LIMITED,Private,Company limited by shares,Non-govt company,08/05/2014,18107746,12881067,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","A-101, Brigade Road, Borivali, Delhi - 455511",ROC-DELHI
U88878DL2004PLC337954,DEVELOPERS ENTERPRISES PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,28/11/2004,2602771,7224149,Amalgamated,INFORMATION SERVICE ACTIVITIES,"E-505, Link Road, Whitefield, Delhi - 458064",ROC-DELHI
L92164DL2010PLC330317,VENTURES TECH OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,16/11/2010,23191825,4102069,Strike Off,WHOLESALE TRADE,"D-404, Link Road, Satellite, Delhi - 431073",ROC-DELHI
L51446DL2011PTC508014,REALTY LIMITED,Public,Company limited by guarantee,State Govt company,27/12/2011,26247521,12151887,Amalgamated,WHOLESALE TRADE,"E-505, MG Road, Satellite, Delhi - 538120",ROC-DELHI
L80994DL2008OPC630769,INTERNATIONAL EDUCATION GLOBAL LIMITED,Public,Unlimited Company,Non-govt company,08/03/2008,48631557,14044117,Active,MANUFACTURING (CHEMICALS),"E-505, Brigade Road, Andheri, Delhi - 437095",ROC-DELHI
L64000DL2023PLC735267,TECH LIMITED,Private,Unlimited Company,Non-govt company,06/03/2023,41917965,10032279,Active,MANUFACTURING (TEXTILES),"E-505, Brigade Road, Adyar, Delhi - 535250",ROC-DELHI
U68413DL2024PLC330562,TECH LIMITED,One Person Company,Unlimited Company,Non-govt company,24/05/2024,21787340,2855565,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, Link Road, Borivali, Delhi - 558628",ROC-DELHI
L94160DL2014PTC929816,INDIA OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,30/06/2014,8168321,21371939,Under Liquidation,INFORMATION SERVICE ACTIVITIES,"D-404, Park Street, Adyar, Delhi - 412287",ROC-DELHI
L26521DL2015PTC313064,INDIA PRIVATE LIMITED,Public,Unlimited Company,State Govt company,13/09/2015,27421942,7325836,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, Link Road, Andheri, Delhi - 537323",ROC-DELHI
U47607DL2011PTC461041,INTERNATIONAL OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,03/08/2011,1193031,7415351,Strike Off,HUMAN HEALTH AND SOCIAL WORK,"C-303, Link Road, Adyar, Delhi - 493536",ROC-DELHI
L28712DL2016PLC429535,MANUFACTURING CAPITAL PRIVATE LIMITED,Private,Company limited by shares,State Govt company,05/10/2016,3870723,15529918,Strike Off,CONSTRUCTION,"D-404, Anna Salai, Whitefield, Delhi - 486937",ROC-DELHI
U24255DL2004PLC962607,TECH PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,30/09/2004,35124165,23807836,Dissolved,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","C-303, Park Street, Adyar, Delhi - 519062",ROC-DELHI
L15338DL2002PTC524107,ENTERPRISES IMPORTS OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,26/05/2002,5981483,20437123,Active,EDUCATION,"B-202, MG Road, Borivali, Delhi - 468471",ROC-DELHI
L95269DL2018PTC870796,ENTERPRISES INDIA TEXTILES OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,14/11/2018,13357567,17976825,Amalgamated,RETAIL TRADE,"C-303, MG Road, Borivali, Delhi - 545007",ROC-DELHI
L45076DL2012PLC611848,REALTY EDUCATION FINANCE PRIVATE LIMITED,Public,Unlimited Company,State Govt company,28/08/2012,45563399,10889677,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, Link Road, Andheri, Delhi - 436079",ROC-DELHI
U65074DL2009OPC419469,CONSULTANCY LIMITED,Private,Company limited by shares,State Govt company,15/12/2009,17830337,12673225,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"A-101, Link Road, Whitefield, Delhi - 524432",ROC-DELHI
U17035DL2001PTC880074,INDUSTRIES IMPORTS VENTURES PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,12/04/2001,39102699,12715341,Active,REAL ESTATE ACTIVITIES,"C-303, MG Road, Whitefield, Delhi - 516914",ROC-DELHI
L49168DL2008PLC293567,TECH PHARMA SOLUTIONS OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,19/12/2008,34991484,10716269,Active,COMPUTER PROGRAMMING,"E-505, Brigade Road, Adyar, Delhi - 486999",ROC-DELHI
L76403DL2024PTC372767,TECHNOLOGIES LIMITED,Public,Unlimited Company,Non-govt company,08/08/2024,11756512,11292478,Under Liquidation,HUMAN HEALTH AND SOCIAL WORK,"A-101, Anna Salai, Adyar, Delhi - 435031",ROC-DELHI
U62434DL2008PTC476520,INDIA OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,09/05/2008,45611226,9596697,Active,MANUFACTURING (CHEMICALS),"B-202, MG Road, Andheri, Delhi - 494900",ROC-DELHI
U19841DL2001OPC155358,FINANCE SYSTEMS LIMITED,Private,Company limited by shares,Non-govt company,09/02/2001,37748692,16666958,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"B-202, Link Road, Adyar, Delhi - 422991",ROC-DELHI
L67769DL2001OPC523613,TRADING OPC PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,14/12/2001,24856429,20332639,Under Liquidation,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"A-101, Brigade Road, Adyar, Delhi - 484507",ROC-DELHI
U49721DL2007PLC455601,SERVICES PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,02/01/2007,6079606,24494541,Amalgamated,EDUCATION,"A-101, Anna Salai, Satellite, Delhi - 505354",ROC-DELHI
U20975DL2024PLC373233,CHEMICALS FOODS OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,26/12/2024,30512534,15782847,Under Liquidation,WHOLESALE TRADE,"D-404, MG Road, Whitefield, Delhi - 519509",ROC-DELHI
L40849DL2007PLC698327,INNOVATIONS ENTERPRISES OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,08/08/2007,9630787,1889391,Active,MANUFACTURING (TEXTILES),"E-505, MG Road, Borivali, Delhi - 556429",ROC-DELHI
U29483DL2001OPC717854,INDUSTRIES INDIA TEXTILES LIMITED,Private,Company limited by guarantee,Non-govt company,13/07/2001,861929,5788440,Active,COMPUTER PROGRAMMING,"B-202, Link Road, Adyar, Delhi - 410959",ROC-DELHI
L93929DL2001PTC127671,INDUSTRIES EXPORTS PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,26/08/2001,47843270,9205255,Strike Off,MANUFACTURING (CHEMICALS),"C-303, Anna Salai, Andheri, Delhi - 447704",ROC-DELHI
U67151DL2002OPC686101,SYSTEMS GLOBAL PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,23/03/2002,37517934,23813657,Dissolved,EDUCATION,"A-101, Link Road, Satellite, Delhi - 460598",ROC-DELHI
L82082DL2019PLC640475,FOODS MANUFACTURING OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,19/06/2019,37022801,20519338,Active,MANUFACTURING (CHEMICALS),"D-404, Brigade Road, Andheri, Delhi - 419225",ROC-DELHI
U42285DL2000OPC169103,CHEMICALS CORPORATIONS OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,07/07/2000,31809212,19051904,Under Liquidation,EDUCATION,"E-505, Anna Salai, Borivali, Delhi - 547319",ROC-DELHI
L15557DL2007OPC590127,CHEMICALS CONSULTANCY SYSTEMS PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,19/11/2007,25188488,1477374,Active,MANUFACTURING (CHEMICALS),"D-404, Park Street, Borivali, Delhi - 448362",ROC-DELHI
U62985DL2012OPC388866,GLOBAL PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,30/01/2012,43061029,7723395,Strike Off,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","B-202, Link Road, Satellite, Delhi - 460914",ROC-DELHI
L16926DL2011OPC761118,CAPITAL INTERNATIONAL FINANCE OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,06/01/2011,44347534,12845542,Under Liquidation,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","C-303, Anna Salai, Whitefield, Delhi - 438154",ROC-DELHI
L12017DL2007OPC310883,VENTURES EDUCATION OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,27/10/2007,16135437,4580780,Active,MANUFACTURING (TEXTILES),"D-404, Anna Salai, Borivali, Delhi - 450056",ROC-DELHI
U58247DL2008OPC380366,CHEMICALS PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,14/02/2008,11019758,23118784,Dissolved,MANUFACTURING (FOOD PRODUCTS),"C-303, Anna Salai, Adyar, Delhi - 424949",ROC-DELHI
L71017DL2007PTC662124,VENTURES CORPORATIONS CHEMICALS OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,22/03/2007,2974185,8631860,Active,INFORMATION SERVICE ACTIVITIES,"E-505, MG Road, Andheri, Delhi - 518199",ROC-DELHI
L47189DL2024PTC110542,SOLUTIONS PHARMA PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,04/07/2024,5506143,7109648,Under Liquidation,EDUCATION,"E-505, Link Road, Whitefield, Delhi - 434625",ROC-DELHI
U65114DL2024PTC881507,CONSTRUCTIONS SOLUTIONS DEVELOPERS PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,20/12/2024,41215922,16632356,Dissolved,MANUFACTURING (FOOD PRODUCTS),"D-404, Link Road, Borivali, Delhi - 436500",ROC-DELHI
U71953DL2020OPC541521,EDUCATION FINANCE CHEMICALS OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,06/05/2020,444444,6033908,Amalgamated,WHOLESALE TRADE,"E-505, Brigade Road, Andheri, Delhi - 430340",ROC-DELHI
U69836DL2022OPC669700,VENTURES FINANCE OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,15/06/2022,35385637,23059974,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, MG Road, Satellite, Delhi - 435029",ROC-DELHI
L87469DL2015PLC389344,TEXTILES CONSULTANCY LIMITED,Public,Unlimited Company,Non-govt company,03/07/2015,15367735,9243104,Dissolved,INFORMATION SERVICE ACTIVITIES,"D-404, MG Road, Satellite, Delhi - 439384",ROC-DELHI
L39036DL2023PTC695862,FINANCE INVESTMENTS HEALTHCARE PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,24/10/2023,33796911,19362281,Under Liquidation,FINANCIAL SERVICE ACTIVITIES,"D-404, Brigade Road, Satellite, Delhi - 500892",ROC-DELHI
U67717DL2001PLC805431,REALTY INVESTMENTS OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,17/02/2001,8322865,5600771,Amalgamated,MANUFACTURING (TEXTILES),"C-303, Park Street, Adyar, Delhi - 430526",ROC-DELHI
L47192DL2001PLC480817,EXPORTS SYSTEMS OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,15/11/2001,41953767,2540492,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, Link Road, Satellite, Delhi - 526667",ROC-DELHI
L46926DL2021OPC272526,CHEMICALS CONSULTANCY INTERNATIONAL OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,26/06/2021,49398716,24270598,Strike Off,RETAIL TRADE,"E-505, Park Street, Adyar, Delhi - 515618",ROC-DELHI
U99369DL2008PLC625997,CORPORATIONS VENTURES SOLUTIONS LIMITED,One Person Company,Company limited by guarantee,State Govt company,16/07/2008,27074653,14766332,Under Liquidation,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","C-303, Link Road, Andheri, Delhi - 415663",ROC-DELHI
L89478DL2018PLC921127,TEXTILES PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,11/10/2018,35399154,21069941,Dissolved,WHOLESALE TRADE,"C-303, Anna Salai, Borivali, Delhi - 487142",ROC-DELHI
L58968DL2011PTC947558,PHARMA SYSTEMS LIMITED,Public,Company limited by guarantee,Non-govt company,26/06/2011,33588911,11095675,Amalgamated,MANUFACTURING (FOOD PRODUCTS),"A-101, Link Road, Andheri, Delhi - 403805",ROC-DELHI
L22789DL2012PLC747866,ENTERPRISES TECHNOLOGIES EDUCATION PRIVATE LIMITED,Public,Unlimited Company,State Govt company,25/03/2012,41835162,11425293,Dissolved,ACCOMMODATION AND FOOD SERVICE,"C-303, Brigade Road, Adyar, Delhi - 549705",ROC-DELHI
L40980DL2014PLC259772,VENTURES SOLUTIONS TECHNOLOGIES LIMITED,Private,Unlimited Company,Non-govt company,01/07/2014,35589037,15701016,Amalgamated,EDUCATION,"C-303, Brigade Road, Adyar, Delhi - 465867",ROC-DELHI
L97990DL2014PTC869902,HEALTHCARE INTERNATIONAL MANUFACTURING LIMITED,Private,Company limited by shares,Non-govt company,30/03/2014,44073690,15834136,Amalgamated,COMPUTER PROGRAMMING,"B-202, Link Road, Satellite, Delhi - 532551",ROC-DELHI
U82420DL2020PLC205176,CONSULTANCY VENTURES OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,16/01/2020,2411466,24736903,Amalgamated,MANUFACTURING (CHEMICALS),"E-505, MG Road, Adyar, Delhi - 503963",ROC-DELHI
L92302DL2006PLC108293,TEXTILES CONSTRUCTIONS INDUSTRIES LIMITED,Public,Company limited by guarantee,State Govt company,07/10/2006,45086566,20764422,Amalgamated,REAL ESTATE ACTIVITIES,"D-404, Park Street, Andheri, Delhi - 441268",ROC-DELHI
L57022DL2015PTC858390,TECHNOLOGIES OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,29/12/2015,31052862,3904824,Amalgamated,EDUCATION,"A-101, MG Road, Satellite, Delhi - 442197",ROC-DELHI
