CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,COMPANY_STATUS,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,ROC_CODE
U62843TN2007PTC364123,IMPORTS FINANCE CONSTRUCTIONS PRIVATE LIMITED,Private,Company limited by shares,State Govt company,25/07/2007,37074053,2921698,Strike Off,FINANCIAL SERVICE ACTIVITIES,"D-404, Anna Salai, Borivali, Tamil Nadu - 486986",ROC-CHENNAI
L14984TN2024PTC452433,VENTURES CAPITAL LIMITED,One Person Company,Unlimited Company,Non-govt company,11/11/2024,16098086,19223548,Active,MANUFACTURING (CHEMICALS),"A-101, Brigade Road, Borivali, Tamil Nadu - 443327",ROC-CHENNAI
L84681TN2008PTC944675,PHARMA LIMITED,One Person Company,Unlimited Company,Non-govt company,11/10/2008,36204161,23132106,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, Anna Salai, Borivali, Tamil Nadu - 402445",ROC-CHENNAI
U80489TN2018PLC763262,CONSTRUCTIONS OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,20/03/2018,26924413,2784324,Dissolved,INFORMATION SERVICE ACTIVITIES,"C-303, MG Road, Andheri, Tamil Nadu - 415392",ROC-CHENNAI
L44488TN2024PLC456746,IMPORTS LIMITED,One Person Company,Unlimited Company,Non-govt company,01/12/2024,43495245,10763377,Active,REAL ESTATE ACTIVITIES,"D-404, Anna Salai, Whitefield, Tamil Nadu - 410326",ROC-CHENNAI
L35313TN2004PLC192826,GLOBAL OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,14/02/2004,1896592,17698363,Dissolved,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","A-101, Brigade Road, Adyar, Tamil Nadu - 414725",ROC-CHENNAI
L37428TN2003PLC631187,VENTURES TECHNOLOGIES FINANCE LIMITED,One Person Company,Company limited by guarantee,State Govt company,12/02/2003,48460513,9469924,Under Liquidation,WHOLESALE TRADE,"C-303, Park Street, Borivali, Tamil Nadu - 555695",ROC-CHENNAI
L26735TN2012OPC379500,PHARMA CORPORATIONS MANUFACTURING OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,16/07/2012,37584955,24570369,Dissolved,FINANCIAL SERVICE ACTIVITIES,"E-505, Park Street, Whitefield, Tamil Nadu - 415321",ROC-CHENNAI
U97704TN2000PLC619441,INNOVATIONS CHEMICALS TEXTILES OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,20/04/2000,45680903,2950503,Amalgamated,WHOLESALE TRADE,"B-202, Brigade Road, Whitefield, Tamil Nadu - 407777",ROC-CHENNAI
L26204TN2002PTC141656,IMPORTS INVESTMENTS TRADING LIMITED,One Person Company,Company limited by shares,Non-govt company,16/07/2002,6271205,3070227,Amalgamated,HUMAN HEALTH AND SOCIAL WORK,"D-404, Link Road, Andheri, Tamil Nadu - 442412",ROC-CHENNAI
L67417TN2018PLC843202,INNOVATIONS LIMITED,One Person Company,Company limited by shares,Non-govt company,27/05/2018,48369684,7929352,Active,WHOLESALE TRADE,"E-505, Brigade Road, Andheri, Tamil Nadu - 414343",ROC-CHENNAI
L95880TN2012PLC634004,SYSTEMS GLOBAL INNOVATIONS PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,02/10/2012,26647383,21367543,Under Liquidation,HUMAN HEALTH AND SOCIAL WORK,"E-505, Brigade Road, Andheri, Tamil Nadu - 413301",ROC-CHENNAI
L10904TN2000PTC997350,ENTERPRISES PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,02/05/2000,8456788,205108,Dissolved,INFORMATION SERVICE ACTIVITIES,"C-303, Anna Salai, Whitefield, Tamil Nadu - 509248",ROC-CHENNAI
U82948TN2019PTC198868,FOODS INDUSTRIES PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,27/09/2019,822429,11212840,Active,COMPUTER PROGRAMMING,"B-202, Link Road, Whitefield, Tamil Nadu - 525173",ROC-CHENNAI
L97300TN2013OPC585147,INDUSTRIES SYSTEMS FINANCE OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,05/11/2013,30284428,20637406,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, Link Road, Borivali, Tamil Nadu - 419671",ROC-CHENNAI
U49393TN2016OPC922911,EDUCATION INVESTMENTS OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,22/11/2016,28096522,6750910,Dissolved,CONSTRUCTION,"B-202, MG Road, Andheri, Tamil Nadu - 440608",ROC-CHENNAI
U84284TN2007OPC569644,CHEMICALS INDIA OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,30/08/2007,24205316,2861016,Strike Off,RETAIL TRADE,"B-202, MG Road, Borivali, Tamil Nadu - 524811",ROC-CHENNAI
U64008TN2017PTC710348,DEVELOPERS PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,03/05/2017,27411626,4869915,Active,FINANCIAL SERVICE ACTIVITIES,"A-101, Brigade Road, Satellite, Tamil Nadu - 546212",ROC-CHENNAI
L33540TN2016OPC419050,SERVICES CONSULTANCY OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,16/05/2016,2563601,18512878,Strike Off,RETAIL TRADE,"C-303, Link Road, Satellite, Tamil Nadu - 499387",ROC-CHENNAI
U96723TN2011PLC328130,TECHNOLOGIES CORPORATIONS PRIVATE LIMITED,Public,Company limited by shares,State Govt company,11/03/2011,21006940,16040371,Under Liquidation,HUMAN HEALTH AND SOCIAL WORK,"A-101, Link Road, Adyar, Tamil Nadu - 502040",ROC-CHENNAI
L51706TN2018OPC104872,INVESTMENTS FOODS TRADING PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,04/05/2018,3356321,23553192,Strike Off,HUMAN HEALTH AND SOCIAL WORK,"E-505, Park Street, Andheri, Tamil Nadu - 508263",ROC-CHENNAI
L64611TN2022PTC152535,DEVELOPERS CONSULTANCY INTERNATIONAL OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,28/09/2022,31014965,13756821,Active,WHOLESALE TRADE,"B-202, Link Road, Whitefield, Tamil Nadu - 446137",ROC-CHENNAI
U76080TN2019PTC483553,MANUFACTURING OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,25/03/2019,24797336,21053486,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"B-202, Anna Salai, Andheri, Tamil Nadu - 548866",ROC-CHENNAI
U80975TN2023PTC508288,SERVICES TECHNOLOGIES PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,20/07/2023,26901065,2150403,Under Liquidation,EDUCATION,"B-202, Brigade Road, Borivali, Tamil Nadu - 517306",ROC-CHENNAI
U73480TN2024PLC560441,INDIA SYSTEMS ENTERPRISES LIMITED,Public,Company limited by guarantee,Non-govt company,26/04/2024,3287308,16838967,Active,MANUFACTURING (FOOD PRODUCTS),"E-505, Link Road, Whitefield, Tamil Nadu - 425064",ROC-CHENNAI
L77120TN2020PTC487406,GLOBAL CONSTRUCTIONS INDIA PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,29/05/2020,39543572,17331316,Strike Off,COMPUTER PROGRAMMING,"A-101, Anna Salai, Borivali, Tamil Nadu - 462204",ROC-CHENNAI
U77870TN2013OPC365074,INVESTMENTS PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,28/06/2013,3837404,9579707,Under Liquidation,MANUFACTURING (TEXTILES),"C-303, Link Road, Adyar, Tamil Nadu - 440003",ROC-CHENNAI
U73763TN2010PTC862802,TRADING LIMITED,Private,Company limited by shares,State Govt company,20/05/2010,13922588,12281755,Active,ACCOMMODATION AND FOOD SERVICE,"B-202, Brigade Road, Satellite, Tamil Nadu - 559613",ROC-CHENNAI
L69485TN2021PLC991713,ENTERPRISES LIMITED,One Person Company,Unlimited Company,State Govt company,06/07/2021,1977454,11531388,Strike Off,CONSTRUCTION,"B-202, Anna Salai, Satellite, Tamil Nadu - 537557",ROC-CHENNAI
U44204TN2016PTC570517,TECHNOLOGIES LIMITED,Public,Company limited by shares,Non-govt company,10/03/2016,14359802,11248073,Dissolved,FINANCIAL SERVICE ACTIVITIES,"C-303, Park Street, Borivali, Tamil Nadu - 516822",ROC-CHENNAI
L91292TN2022PTC784228,VENTURES DEVELOPERS FOODS OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,19/09/2022,44444304,1662745,Active,MANUFACTURING (FOOD PRODUCTS),"D-404, MG Road, Borivali, Tamil Nadu - 420495",ROC-CHENNAI
U55853TN2020PLC462518,PHARMA DEVELOPERS GLOBAL LIMITED,One Person Company,Company limited by guarantee,Non-govt company,22/01/2020,27997148,1729365,Strike Off,ACCOMMODATION AND FOOD SERVICE,"C-303, MG Road, Borivali, Tamil Nadu - 485586",ROC-CHENNAI
L64051TN2010PTC991331,ENTERPRISES TEXTILES SYSTEMS OPC PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,23/03/2010,41662120,5345784,Dissolved,INFORMATION SERVICE ACTIVITIES,"A-101, Link Road, Whitefield, Tamil Nadu - 427585",ROC-CHENNAI
U86956TN2021OPC484961,CHEMICALS INVESTMENTS LIMITED,One Person Company,Company limited by guarantee,Non-govt company,20/05/2021,12673868,19805153,Amalgamated,CONSTRUCTION,"E-505, Anna Salai, Andheri, Tamil Nadu - 460614",ROC-CHENNAI
L27624TN2012PLC911496,MANUFACTURING LIMITED,Private,Unlimited Company,State Govt company,16/05/2012,49741622,15093517,Strike Off,WHOLESALE TRADE,"E-505, Link Road, Borivali, Tamil Nadu - 522063",ROC-CHENNAI
L80661TN2002OPC910419,FINANCE OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,29/06/2002,26458584,12606119,Strike Off,REAL ESTATE ACTIVITIES,"E-505, Link Road, Adyar, Tamil Nadu - 472522",ROC-CHENNAI
U86926TN2006PLC629123,SOLUTIONS INDIA SERVICES LIMITED,Public,Company limited by guarantee,Non-govt company,29/08/2006,35684980,1344659,Amalgamated,MANUFACTURING (FOOD PRODUCTS),"C-303, Park Street, Whitefield, Tamil Nadu - 509328",ROC-CHENNAI
L80044TN2019PTC778248,GLOBAL SOLUTIONS PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,17/08/2019,5132854,20820377,Dissolved,WHOLESALE TRADE,"A-101, Brigade Road, Satellite, Tamil Nadu - 510577",ROC-CHENNAI
U57734TN2011OPC215784,ENTERPRISES FOODS LIMITED,Public,Company limited by shares,Non-govt company,02/12/2011,11942939,8809832,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"B-202, Park Street, Borivali, Tamil Nadu - 508987",ROC-CHENNAI
U48443TN2022PTC262347,INDUSTRIES OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,23/07/2022,1523697,929534,Active,ACCOMMODATION AND FOOD SERVICE,"D-404, Anna Salai, Adyar, Tamil Nadu - 478814",ROC-CHENNAI
U71068TN2000PLC330906,GLOBAL PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,05/03/2000,30356474,15173227,Under Liquidation,WHOLESALE TRADE,"E-505, MG Road, Andheri, Tamil Nadu - 464159",ROC-CHENNAI
U52007TN2000PTC511416,INTERNATIONAL PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,12/02/2000,3010608,18925895,Active,HUMAN HEALTH AND SOCIAL WORK,"C-303, Park Street, Satellite, Tamil Nadu - 488519",ROC-CHENNAI
L91151TN2008PLC883708,CORPORATIONS LIMITED,Private,Unlimited Company,State Govt company,08/04/2008,8024657,13533730,Dissolved,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, Brigade Road, Andheri, Tamil Nadu - 476417",ROC-CHENNAI
L12672TN2020PLC951067,INVESTMENTS PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,14/12/2020,49994008,9291253,Under Liquidation,ACCOMMODATION AND FOOD SERVICE,"E-505, MG Road, Borivali, Tamil Nadu - 436658",ROC-CHENNAI
U13548TN2022OPC698985,SOLUTIONS VENTURES INVESTMENTS PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,10/12/2022,48909660,13376987,Dissolved,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","B-202, Anna Salai, Satellite, Tamil Nadu - 433270",ROC-CHENNAI
L12425TN2006PTC679844,CAPITAL MANUFACTURING PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,19/07/2006,2431433,2409683,Active,HUMAN HEALTH AND SOCIAL WORK,"A-101, Anna Salai, Borivali, Tamil Nadu - 555644",ROC-CHENNAI
U22674TN2003PLC574353,IMPORTS DEVELOPERS LIMITED,Private,Unlimited Company,Non-govt company,09/08/2003,14677086,18206362,Amalgamated,MANUFACTURING (CHEMICALS),"C-303, Link Road, Adyar, Tamil Nadu - 501334",ROC-CHENNAI
L90187TN2005OPC591015,CONSULTANCY PHARMA EDUCATION OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,03/03/2005,29046002,19015970,Under Liquidation,REAL ESTATE ACTIVITIES,"A-101, MG Road, Whitefield, Tamil Nadu - 546490",ROC-CHENNAI
U85681TN2007PTC692414,TRADING SOLUTIONS FINANCE LIMITED,Public,Company limited by guarantee,Non-govt company,15/06/2007,17721873,24260446,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, Anna Salai, Adyar, Tamil Nadu - 506971",ROC-CHENNAI
U79015TN2005OPC745054,INDUSTRIES LIMITED,One Person Company,Company limited by guarantee,State Govt company,18/06/2005,41529379,6526213,Dissolved,WHOLESALE TRADE,"C-303, MG Road, Borivali, Tamil Nadu - 497985",ROC-CHENNAI
U45606TN2019PLC648525,MANUFACTURING PRIVATE LIMITED,Public,Unlimited Company,State Govt company,23/12/2019,48846505,7462013,Under Liquidation,MANUFACTURING (CHEMICALS),"A-101, MG Road, Adyar, Tamil Nadu - 504937",ROC-CHENNAI
L82774TN2018PTC599935,TECH MANUFACTURING IMPORTS PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,27/09/2018,35579089,21830552,Amalgamated,FINANCIAL SERVICE ACTIVITIES,"B-202, Link Road, Whitefield, Tamil Nadu - 527256",ROC-CHENNAI
L25909TN2017PTC625861,REALTY TECHNOLOGIES TRADING PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,11/07/2017,28051797,11854405,Active,WHOLESALE TRADE,"B-202, Link Road, Whitefield, Tamil Nadu - 440814",ROC-CHENNAI
L96506TN2012PTC729475,FINANCE ENTERPRISES PRIVATE LIMITED,Public,Company limited by shares,State Govt company,02/08/2012,29113190,19053317,Active,RETAIL TRADE,"A-101, Anna Salai, Adyar, Tamil Nadu - 482744",ROC-CHENNAI
L38488TN2001PLC913301,VENTURES FINANCE OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,10/04/2001,28548623,20783021,Dissolved,HUMAN HEALTH AND SOCIAL WORK,"E-505, Anna Salai, Satellite, Tamil Nadu - 476298",ROC-CHENNAI
U30455TN2009PLC757798,INTERNATIONAL TECH FOODS OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,20/08/2009,44547345,7716030,Dissolved,HUMAN HEALTH AND SOCIAL WORK,"A-101, Link Road, Whitefield, Tamil Nadu - 452990",ROC-CHENNAI
L75628TN2015OPC502773,CORPORATIONS INVESTMENTS PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,18/10/2015,31189358,22244009,Dissolved,MANUFACTURING (TEXTILES),"B-202, MG Road, Satellite, Tamil Nadu - 557146",ROC-CHENNAI
L56963TN2022PLC737488,INNOVATIONS OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,21/07/2022,43245536,1382933,Dissolved,COMPUTER PROGRAMMING,"B-202, Brigade Road, Adyar, Tamil Nadu - 475643",ROC-CHENNAI
U99696TN2017PTC411703,HEALTHCARE LIMITED,Private,Company limited by guarantee,Non-govt company,26/08/2017,41924486,6228182,Strike Off,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","A-101, MG Road, Satellite, Tamil Nadu - 559419",ROC-CHENNAI
U37430TN2005OPC113927,TECHNOLOGIES PHARMA IMPORTS LIMITED,Public,Unlimited Company,Non-govt company,07/07/2005,18610718,19497170,Active,WHOLESALE TRADE,"B-202, Link Road, Satellite, Tamil Nadu - 487835",ROC-CHENNAI
U89619TN2008PLC932157,TECHNOLOGIES IMPORTS OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,07/05/2008,23270672,10486279,Amalgamated,MANUFACTURING (TEXTILES),"B-202, Anna Salai, Borivali, Tamil Nadu - 520910",ROC-CHENNAI
U20125TN2004PLC602577,SYSTEMS OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,15/09/2004,4761038,16587879,Dissolved,REAL ESTATE ACTIVITIES,"D-404, Park Street, Adyar, Tamil Nadu - 557390",ROC-CHENNAI
U56768TN2011PTC718071,SERVICES TRADING LIMITED,One Person Company,Company limited by guarantee,Non-govt company,17/12/2011,43164396,3854910,Active,FINANCIAL SERVICE ACTIVITIES,"B-202, Brigade Road, Satellite, Tamil Nadu - 415787",ROC-CHENNAI
U29437TN2019PLC336365,INDIA SOLUTIONS EXPORTS PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,04/02/2019,36822669,7810890,Under Liquidation,COMPUTER PROGRAMMING,"B-202, MG Road, Adyar, Tamil Nadu - 523251",ROC-CHENNAI
L45000TN2008OPC521809,SYSTEMS OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,26/04/2008,15312403,1545848,Strike Off,WHOLESALE TRADE,"D-404, Park Street, Whitefield, Tamil Nadu - 555234",ROC-CHENNAI
L69637TN2023PTC359281,CAPITAL LIMITED,One Person Company,Company limited by shares,State Govt company,13/01/2023,9972564,2604106,Active,COMPUTER PROGRAMMING,"E-505, Link Road, Satellite, Tamil Nadu - 543109",ROC-CHENNAI
U19658TN2012OPC477965,TRADING PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,29/07/2012,45928196,18954219,Active,FINANCIAL SERVICE ACTIVITIES,"B-202, Park Street, Borivali, Tamil Nadu - 460310",ROC-CHENNAI
L49496TN2005PLC882237,INNOVATIONS PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,13/01/2005,19874038,1237664,Under Liquidation,ACCOMMODATION AND FOOD SERVICE,"A-101, Link Road, Satellite, Tamil Nadu - 414098",ROC-CHENNAI
L12168TN2007OPC758101,TRADING CHEMICALS IMPORTS PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,18/02/2007,1764402,9545590,Active,ACCOMMODATION AND FOOD SERVICE,"D-404, Anna Salai, Whitefield, Tamil Nadu - 555181",ROC-CHENNAI
L76624TN2004OPC217244,EDUCATION PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,25/05/2004,697739,7355716,Under Liquidation,RETAIL TRADE,"E-505, MG Road, Whitefield, Tamil Nadu - 558059",ROC-CHENNAI
L55444TN2004PTC911087,PHARMA LIMITED,Private,Company limited by shares,Non-govt company,03/07/2004,47609646,15439240,Under Liquidation,MANUFACTURING (FOOD PRODUCTS),"A-101, Anna Salai, Andheri, Tamil Nadu - 478276",ROC-CHENNAI
L29280TN2018PTC859388,HEALTHCARE SYSTEMS INDIA LIMITED,Private,Unlimited Company,State Govt company,22/02/2018,39827750,11083607,Under Liquidation,EDUCATION,"E-505, Anna Salai, Satellite, Tamil Nadu - 466400",ROC-CHENNAI
U18718TN2012PTC993748,FOODS LIMITED,Private,Unlimited Company,Non-govt company,10/04/2012,2061015,14278363,Dissolved,MANUFACTURING (TEXTILES),"E-505, MG Road, Adyar, Tamil Nadu - 493994",ROC-CHENNAI
L29320TN2014PLC938587,PHARMA INNOVATIONS GLOBAL PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,06/01/2014,4163559,1634597,Strike Off,COMPUTER PROGRAMMING,"A-101, MG Road, Whitefield, Tamil Nadu - 506796",ROC-CHENNAI
L30241TN2017PLC137065,INVESTMENTS SYSTEMS TEXTILES LIMITED,One Person Company,Company limited by shares,State Govt company,08/04/2017,7664387,8933309,Dissolved,HUMAN HEALTH AND SOCIAL WORK,"B-202, Anna Salai, Borivali, Tamil Nadu - 480270",ROC-CHENNAI
L42026TN2005OPC539427,GLOBAL OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,27/03/2005,7013253,5701343,Under Liquidation,ACCOMMODATION AND FOOD SERVICE,"D-404, Link Road, Adyar, Tamil Nadu - 406969",ROC-CHENNAI
L31638TN2014PLC208170,SYSTEMS LIMITED,Private,Company limited by shares,State Govt company,11/11/2014,6350870,22657527,Active,CONSTRUCTION,"B-202, Anna Salai, Satellite, Tamil Nadu - 451497",ROC-CHENNAI
L80383TN2018PTC906117,PHARMA PRIVATE LIMITED,Public,Company limited by shares,State Govt company,23/10/2018,19558045,20602946,Dissolved,INFORMATION SERVICE ACTIVITIES,"E-505, Park Street, Adyar, Tamil Nadu - 503045",ROC-CHENNAI
L70675TN2024OPC968740,INTERNATIONAL CONSULTANCY CONSTRUCTIONS PRIVATE LIMITED,Private,Company limited by shares,State Govt company,15/06/2024,29990049,21572068,Active,HUMAN HEALTH AND SOCIAL WORK,"B-202, Park Street, Satellite, Tamil Nadu - 493141",ROC-CHENNAI
U81840TN2022OPC246894,CORPORATIONS PRIVATE LIMITED,Public,Unlimited Company,State Govt company,17/10/2022,19807593,5003382,Active,MANUFACTURING (TEXTILES),"B-202, MG Road, Andheri, Tamil Nadu - 507199",ROC-CHENNAI
U78823TN2021PLC259114,GLOBAL OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,04/11/2021,35434422,17339619,Active,INFORMATION SERVICE ACTIVITIES,"E-505, Park Street, Andheri, Tamil Nadu - 426946",ROC-CHENNAI
U23498TN2003PTC139109,FINANCE CHEMICALS LIMITED,One Person Company,Unlimited Company,Non-govt company,12/11/2003,10532952,2701045,Under Liquidation,INFORMATION SERVICE ACTIVITIES,"A-101, Park Street, Adyar, Tamil Nadu - 446151",ROC-CHENNAI
U21803TN2004PTC847382,CORPORATIONS EDUCATION INVESTMENTS PRIVATE LIMITED,Public,Unlimited Company,State Govt company,25/02/2004,17165508,2311192,Strike Off,HUMAN HEALTH AND SOCIAL WORK,"D-404, Link Road, Satellite, Tamil Nadu - 492725",ROC-CHENNAI
L92565TN2005PLC529552,SOLUTIONS FINANCE LIMITED,Public,Company limited by guarantee,State Govt company,28/10/2005,17056676,13500895,Amalgamated,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, Brigade Road, Satellite, Tamil Nadu - 525375",ROC-CHENNAI
L61022TN2015PLC769338,CAPITAL FOODS CONSTRUCTIONS LIMITED,One Person Company,Company limited by shares,State Govt company,17/06/2015,15243952,21774182,Active,RETAIL TRADE,"A-101, Park Street, Borivali, Tamil Nadu - 507141",ROC-CHENNAI
L56745TN2003PLC456656,CONSTRUCTIONS LIMITED,One Person Company,Unlimited Company,Non-govt company,21/04/2003,2450836,15669022,Under Liquidation,EDUCATION,"E-505, Brigade Road, Whitefield, Tamil Nadu - 544238",ROC-CHENNAI
U70255TN2016OPC465969,SOLUTIONS PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,18/03/2016,16118902,9107520,Active,COMPUTER PROGRAMMING,"E-505, Anna Salai, Adyar, Tamil Nadu - 547489",ROC-CHENNAI
U29439TN2005PLC244943,CHEMICALS HEALTHCARE OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,20/12/2005,37513500,9739226,Strike Off,MANUFACTURING (FOOD PRODUCTS),"E-505, Brigade Road, Borivali, Tamil Nadu - 409450",ROC-CHENNAI
U35460TN2000PTC406443,INDUSTRIES PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,01/04/2000,36972184,9279323,Dissolved,COMPUTER PROGRAMMING,"C-303, Park Street, Satellite, Tamil Nadu - 548978",ROC-CHENNAI
