CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,COMPANY_STATUS,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,ROC_CODE
U95595KA2007PLC964241,INTERNATIONAL TECHNOLOGIES OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,11/12/2007,532302,3444049,Active,INFORMATION SERVICE ACTIVITIES,"B-202, Anna Salai, Whitefield, Karnataka - 441947",ROC-BANGALORE
U99810KA2010PLC960852,EXPORTS SERVICES PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,06/11/2010,16619284,11710508,Active,MANUFACTURING (FOOD PRODUCTS),"D-404, Anna Salai, Satellite, Karnataka - 444788",ROC-BANGALORE
L14314KA2000OPC449325,FINANCE OPC PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,27/06/2000,25888261,20599478,Dissolved,FINANCIAL SERVICE ACTIVITIES,"A-101, MG Road, Borivali, Karnataka - 429665",ROC-BANGALORE
U21405KA2010PLC139706,INTERNATIONAL CORPORATIONS OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,22/01/2010,20760573,15768410,Amalgamated,MANUFACTURING (CHEMICALS),"A-101, Park Street, Adyar, Karnataka - 413471",ROC-BANGALORE
U36990KA2015OPC825768,GLOBAL CAPITAL LIMITED,One Person Company,Company limited by guarantee,State Govt company,25/01/2015,32452895,5134549,Dissolved,CONSTRUCTION,"D-404, Anna Salai, Borivali, Karnataka - 558499",ROC-BANGALORE
L50932KA2003PTC323944,INTERNATIONAL CHEMICALS PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,31/03/2003,1604125,3480352,Active,COMPUTER PROGRAMMING,"C-303, MG Road, Adyar, Karnataka - 465282",ROC-BANGALORE
U38988KA2023OPC187578,EDUCATION VENTURES TRADING LIMITED,Public,Unlimited Company,State Govt company,24/10/2023,12678118,20489009,Active,FINANCIAL SERVICE ACTIVITIES,"E-505, Brigade Road, Adyar, Karnataka - 422287",ROC-BANGALORE
L39343KA2005OPC163286,MANUFACTURING OPC PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,02/11/2005,33707609,4015953,Strike Off,HUMAN HEALTH AND SOCIAL WORK,"A-101, MG Road, Whitefield, Karnataka - 412815",ROC-BANGALORE
L99173KA2007PLC564841,TRADING OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,07/01/2007,30081654,20701246,Amalgamated,MANUFACTURING (CHEMICALS),"C-303, Link Road, Satellite, Karnataka - 496901",ROC-BANGALORE
U70206KA2010PLC401020,CONSTRUCTIONS IMPORTS INDIA LIMITED,One Person Company,Company limited by guarantee,Non-govt company,17/10/2010,14319913,9585682,Strike Off,ACCOMMODATION AND FOOD SERVICE,"C-303, Brigade Road, Andheri, Karnataka - 488576",ROC-BANGALORE
L26008KA2015PTC993201,INTERNATIONAL INNOVATIONS OPC PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,05/12/2015,41784062,10396610,Dissolved,RETAIL TRADE,"D-404, MG Road, Adyar, Karnataka - 542719",ROC-BANGALORE
L37125KA2005OPC579574,TRADING INVESTMENTS DEVELOPERS LIMITED,Private,Company limited by guarantee,State Govt company,06/03/2005,43645084,9871709,Strike Off,FINANCIAL SERVICE ACTIVITIES,"B-202, Brigade Road, Andheri, Karnataka - 487502",ROC-BANGALORE
U67590KA2021PTC117177,SYSTEMS LIMITED,Public,Unlimited Company,State Govt company,13/07/2021,26611074,20990570,Strike Off,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, Brigade Road, Andheri, Karnataka - 407847",ROC-BANGALORE
U20244KA2022OPC831946,CORPORATIONS LIMITED,One Person Company,Company limited by guarantee,State Govt company,23/09/2022,37550901,3692753,Strike Off,MANUFACTURING (CHEMICALS),"A-101, Link Road, Adyar, Karnataka - 445428",ROC-BANGALORE
U31738KA2015PLC471481,SOLUTIONS OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,09/08/2015,48505659,21711356,Active,EDUCATION,"C-303, Link Road, Borivali, Karnataka - 419659",ROC-BANGALORE
L55260KA2002OPC759037,EXPORTS OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,23/08/2002,42356910,22416099,Strike Off,FINANCIAL SERVICE ACTIVITIES,"A-101, Park Street, Satellite, Karnataka - 437031",ROC-BANGALORE
L52048KA2012OPC616514,CONSTRUCTIONS TRADING LIMITED,Private,Company limited by shares,Non-govt company,29/11/2012,37717119,3977261,Active,EDUCATION,"C-303, MG Road, Andheri, Karnataka - 418313",ROC-BANGALORE
L59221KA2022OPC445218,SERVICES PRIVATE LIMITED,Public,Unlimited Company,State Govt company,15/09/2022,25920408,17311890,Active,ACCOMMODATION AND FOOD SERVICE,"B-202, MG Road, Whitefield, Karnataka - 490235",ROC-BANGALORE
U61499KA2010PTC592854,FINANCE LIMITED,One Person Company,Unlimited Company,State Govt company,17/07/2010,5256082,7367495,Active,REAL ESTATE ACTIVITIES,"B-202, MG Road, Andheri, Karnataka - 481638",ROC-BANGALORE
U23293KA2014OPC833647,HEALTHCARE DEVELOPERS LIMITED,Private,Unlimited Company,Non-govt company,02/07/2014,42802861,4939396,Strike Off,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, Link Road, Andheri, Karnataka - 524863",ROC-BANGALORE
L17377KA2024PTC881250,PHARMA SYSTEMS OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,15/12/2024,37138289,13858488,Dissolved,RETAIL TRADE,"D-404, Park Street, Andheri, Karnataka - 451766",ROC-BANGALORE
U97086KA2021OPC904129,CHEMICALS ENTERPRISES CORPORATIONS OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,10/07/2021,18819607,15924186,Strike Off,MANUFACTURING (TEXTILES),"B-202, Brigade Road, Adyar, Karnataka - 480249",ROC-BANGALORE
U85704KA2002PTC294605,TECH CORPORATIONS INVESTMENTS PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,08/09/2002,43018816,538248,Strike Off,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, Anna Salai, Whitefield, Karnataka - 499386",ROC-BANGALORE
L58726KA2008PLC181920,GLOBAL PRIVATE LIMITED,Public,Unlimited Company,State Govt company,18/02/2008,36256379,13747400,Under Liquidation,EDUCATION,"A-101, Link Road, Andheri, Karnataka - 458845",ROC-BANGALORE
U75874KA2023OPC438228,CHEMICALS VENTURES PHARMA LIMITED,Public,Company limited by shares,State Govt company,23/08/2023,28832168,21109132,Strike Off,ACCOMMODATION AND FOOD SERVICE,"A-101, Link Road, Adyar, Karnataka - 425974",ROC-BANGALORE
U19959KA2010OPC703255,TECHNOLOGIES PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,01/11/2010,49653992,23201111,Dissolved,REAL ESTATE ACTIVITIES,"B-202, MG Road, Borivali, Karnataka - 547637",ROC-BANGALORE
L17036KA2023PLC265463,SERVICES INDUSTRIES INVESTMENTS OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,18/12/2023,37876808,8391877,Dissolved,REAL ESTATE ACTIVITIES,"C-303, Park Street, Satellite, Karnataka - 476927",ROC-BANGALORE
U93025KA2015PLC707323,TEXTILES OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,08/10/2015,31808527,1068946,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"B-202, Link Road, Borivali, Karnataka - 545148",ROC-BANGALORE
U64593KA2013OPC289528,CORPORATIONS DEVELOPERS IMPORTS OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,16/05/2013,19498634,22248577,Amalgamated,CONSTRUCTION,"B-202, Link Road, Borivali, Karnataka - 492279",ROC-BANGALORE
L25901KA2011PTC201967,CAPITAL TECH DEVELOPERS LIMITED,One Person Company,Unlimited Company,Non-govt company,07/12/2011,1577754,14243546,Amalgamated,MANUFACTURING (FOOD PRODUCTS),"E-505, Link Road, Adyar, Karnataka - 477683",ROC-BANGALORE
L36108KA2016OPC185711,EDUCATION GLOBAL PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,23/07/2016,1371788,21636833,Active,MANUFACTURING (FOOD PRODUCTS),"A-101, Brigade Road, Satellite, Karnataka - 431865",ROC-BANGALORE
L11015KA2001PLC711482,TECH INNOVATIONS CONSULTANCY PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,11/01/2001,2470745,21810836,Active,WHOLESALE TRADE,"C-303, MG Road, Whitefield, Karnataka - 465801",ROC-BANGALORE
U28667KA2011OPC366441,SERVICES EDUCATION OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,04/01/2011,20660396,6962444,Under Liquidation,EDUCATION,"D-404, Park Street, Borivali, Karnataka - 408215",ROC-BANGALORE
L39018KA2003PTC139938,TRADING INDUSTRIES DEVELOPERS LIMITED,Public,Unlimited Company,Non-govt company,12/03/2003,26472533,24289792,Amalgamated,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","E-505, Link Road, Andheri, Karnataka - 448856",ROC-BANGALORE
L85863KA2009PTC640682,CONSULTANCY ENTERPRISES LIMITED,Private,Unlimited Company,State Govt company,20/10/2009,10502933,10062729,Dissolved,EDUCATION,"A-101, Anna Salai, Satellite, Karnataka - 557272",ROC-BANGALORE
U42799KA2017OPC653032,CHEMICALS SOLUTIONS IMPORTS OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,10/09/2017,20863985,21726780,Under Liquidation,COMPUTER PROGRAMMING,"A-101, Link Road, Satellite, Karnataka - 406543",ROC-BANGALORE
U21258KA2022PLC216036,PHARMA TECHNOLOGIES TECH LIMITED,Private,Company limited by guarantee,State Govt company,08/01/2022,39913114,15128907,Under Liquidation,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, Park Street, Adyar, Karnataka - 526087",ROC-BANGALORE
L85975KA2020PTC482584,EDUCATION FINANCE OPC PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,14/03/2020,36575379,10276921,Dissolved,FINANCIAL SERVICE ACTIVITIES,"D-404, MG Road, Borivali, Karnataka - 460315",ROC-BANGALORE
U34571KA2023PTC616755,SERVICES OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,02/10/2023,29285563,17505181,Under Liquidation,CONSTRUCTION,"C-303, Brigade Road, Adyar, Karnataka - 430290",ROC-BANGALORE
L87740KA2013PLC831657,TRADING TEXTILES FOODS LIMITED,Public,Unlimited Company,State Govt company,14/02/2013,31623266,21077184,Dissolved,EDUCATION,"E-505, Anna Salai, Satellite, Karnataka - 487844",ROC-BANGALORE
L88689KA2020OPC900210,VENTURES TEXTILES PRIVATE LIMITED,Public,Company limited by shares,State Govt company,04/07/2020,20182551,1020715,Under Liquidation,MANUFACTURING (CHEMICALS),"E-505, Anna Salai, Andheri, Karnataka - 406625",ROC-BANGALORE
U22062KA2013OPC191727,SYSTEMS REALTY PHARMA OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,11/12/2013,39382039,13297223,Strike Off,MANUFACTURING (FOOD PRODUCTS),"B-202, MG Road, Andheri, Karnataka - 433663",ROC-BANGALORE
L28811KA2021PTC432232,IMPORTS OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,25/06/2021,25802333,3035602,Strike Off,MANUFACTURING (CHEMICALS),"D-404, Link Road, Borivali, Karnataka - 517228",ROC-BANGALORE
L82502KA2008OPC837009,INTERNATIONAL CONSTRUCTIONS LIMITED,Private,Company limited by guarantee,State Govt company,11/11/2008,15361629,4530501,Strike Off,REAL ESTATE ACTIVITIES,"A-101, MG Road, Andheri, Karnataka - 524286",ROC-BANGALORE
L63075KA2004PTC187668,INDUSTRIES SOLUTIONS DEVELOPERS PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,28/07/2004,37974372,12078948,Amalgamated,EDUCATION,"A-101, MG Road, Adyar, Karnataka - 448468",ROC-BANGALORE
U69249KA2019PTC716944,FINANCE TECHNOLOGIES SOLUTIONS LIMITED,One Person Company,Company limited by guarantee,State Govt company,08/01/2019,39563667,21694815,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"E-505, MG Road, Whitefield, Karnataka - 431269",ROC-BANGALORE
L26980KA2000PLC575081,TRADING PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,28/12/2000,10405203,7156777,Active,CONSTRUCTION,"C-303, Link Road, Satellite, Karnataka - 421494",ROC-BANGALORE
U47829KA2018PTC545690,SYSTEMS PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,23/03/2018,4984958,161265,Amalgamated,WHOLESALE TRADE,"E-505, MG Road, Borivali, Karnataka - 427313",ROC-BANGALORE
U26602KA2001PTC954382,GLOBAL MANUFACTURING CORPORATIONS PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,30/07/2001,44146494,8272417,Under Liquidation,ACCOMMODATION AND FOOD SERVICE,"A-101, Park Street, Whitefield, Karnataka - 493050",ROC-BANGALORE
L14656KA2002PLC719087,DEVELOPERS GLOBAL FOODS LIMITED,Public,Unlimited Company,State Govt company,08/09/2002,35891883,7890527,Amalgamated,FINANCIAL SERVICE ACTIVITIES,"B-202, Park Street, Whitefield, Karnataka - 553908",ROC-BANGALORE
U34706KA2010PTC314088,FINANCE SOLUTIONS MANUFACTURING PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,08/09/2010,10674868,18878428,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","B-202, Brigade Road, Borivali, Karnataka - 509510",ROC-BANGALORE
L74054KA2004PLC397579,INVESTMENTS PRIVATE LIMITED,Public,Company limited by shares,State Govt company,25/05/2004,45752004,15944395,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"E-505, Anna Salai, Borivali, Karnataka - 499916",ROC-BANGALORE
U36412KA2021OPC307692,DEVELOPERS TECHNOLOGIES FOODS PRIVATE LIMITED,Private,Company limited by shares,State Govt company,23/12/2021,26483777,14976941,Dissolved,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","B-202, Anna Salai, Adyar, Karnataka - 559524",ROC-BANGALORE
U97259KA2004PTC143764,VENTURES FOODS OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,03/06/2004,22041059,19675121,Active,RETAIL TRADE,"A-101, Brigade Road, Borivali, Karnataka - 550882",ROC-BANGALORE
U67516KA2002PLC791528,FINANCE PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,29/06/2002,13704157,16419771,Strike Off,WHOLESALE TRADE,"B-202, Link Road, Whitefield, Karnataka - 443507",ROC-BANGALORE
L50024KA2009PLC880328,INTERNATIONAL MANUFACTURING EDUCATION PRIVATE LIMITED,Private,Unlimited Company,State Govt company,15/04/2009,19777668,11118864,Amalgamated,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","A-101, Brigade Road, Borivali, Karnataka - 480833",ROC-BANGALORE
U13727KA2003PTC740868,CONSULTANCY LIMITED,One Person Company,Unlimited Company,State Govt company,27/04/2003,26816603,2317401,Under Liquidation,ACCOMMODATION AND FOOD SERVICE,"B-202, Link Road, Borivali, Karnataka - 521105",ROC-BANGALORE
L95562KA2013PTC245155,DEVELOPERS LIMITED,Private,Company limited by guarantee,State Govt company,27/06/2013,12788737,4118683,Amalgamated,REAL ESTATE ACTIVITIES,"A-101, Link Road, Adyar, Karnataka - 544985",ROC-BANGALORE
U80150KA2007PTC153466,VENTURES REALTY CHEMICALS LIMITED,Public,Company limited by guarantee,Non-govt company,27/09/2007,46524729,20419655,Active,MANUFACTURING (TEXTILES),"C-303, Park Street, Adyar, Karnataka - 421084",ROC-BANGALORE
L12536KA2011PLC579097,TRADING CONSULTANCY TECHNOLOGIES LIMITED,Public,Company limited by shares,State Govt company,16/02/2011,3353256,19105106,Under Liquidation,RETAIL TRADE,"A-101, Anna Salai, Adyar, Karnataka - 525809",ROC-BANGALORE
U51484KA2015PLC962679,FOODS CAPITAL SERVICES PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,05/09/2015,49327971,13233513,Active,REAL ESTATE ACTIVITIES,"E-505, Park Street, Adyar, Karnataka - 559303",ROC-BANGALORE
U71584KA2022PTC358805,TECHNOLOGIES GLOBAL IMPORTS LIMITED,Public,Company limited by guarantee,State Govt company,09/02/2022,2419288,14256877,Dissolved,MANUFACTURING (TEXTILES),"B-202, Link Road, Adyar, Karnataka - 424493",ROC-BANGALORE
U54697KA2003OPC701906,DEVELOPERS PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,20/11/2003,6372077,11988191,Dissolved,MANUFACTURING (FOOD PRODUCTS),"D-404, MG Road, Andheri, Karnataka - 413912",ROC-BANGALORE
L82058KA2001OPC346921,DEVELOPERS PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,15/08/2001,33093674,21974481,Strike Off,MANUFACTURING (CHEMICALS),"B-202, Park Street, Adyar, Karnataka - 481179",ROC-BANGALORE
L58140KA2011PLC521179,PHARMA OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,25/10/2011,13516242,15732159,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"A-101, MG Road, Borivali, Karnataka - 472054",ROC-BANGALORE
L51965KA2017PLC339973,HEALTHCARE LIMITED,Public,Company limited by shares,State Govt company,07/12/2017,4345331,15810877,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, Brigade Road, Andheri, Karnataka - 533013",ROC-BANGALORE
L37646KA2000OPC788275,CONSULTANCY GLOBAL IMPORTS OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,27/07/2000,16005460,15680748,Under Liquidation,RETAIL TRADE,"D-404, Brigade Road, Andheri, Karnataka - 526284",ROC-BANGALORE
L25732KA2019PLC814797,DEVELOPERS MANUFACTURING OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,01/04/2019,26213488,16889825,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","A-101, Anna Salai, Borivali, Karnataka - 462039",ROC-BANGALORE
U21570KA2016PTC118742,CONSULTANCY TEXTILES LIMITED,One Person Company,Unlimited Company,Non-govt company,05/02/2016,23702698,13255876,Under Liquidation,HUMAN HEALTH AND SOCIAL WORK,"E-505, Park Street, Andheri, Karnataka - 543878",ROC-BANGALORE
U90448KA2020PLC459476,SERVICES INDIA PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,07/02/2020,45850520,8486917,Amalgamated,RETAIL TRADE,"C-303, Link Road, Andheri, Karnataka - 433583",ROC-BANGALORE
U13836KA2000PTC844028,TEXTILES HEALTHCARE OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,28/12/2000,3858384,19023136,Under Liquidation,EDUCATION,"E-505, Anna Salai, Adyar, Karnataka - 479429",ROC-BANGALORE
L11973KA2018PLC613781,TECH INDUSTRIES CHEMICALS PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,09/10/2018,21162800,21273062,Active,EDUCATION,"D-404, MG Road, Andheri, Karnataka - 406038",ROC-BANGALORE
U42489KA2022PLC578790,TECH PRIVATE LIMITED,Public,Unlimited Company,State Govt company,18/02/2022,36100024,8000453,Strike Off,WHOLESALE TRADE,"E-505, MG Road, Satellite, Karnataka - 412256",ROC-BANGALORE
L24915KA2010OPC587163,EDUCATION OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,10/02/2010,31934677,6745967,Active,HUMAN HEALTH AND SOCIAL WORK,"E-505, Link Road, Borivali, Karnataka - 468840",ROC-BANGALORE
U48952KA2024OPC262259,REALTY SERVICES OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,06/12/2024,35975278,1369209,Dissolved,RETAIL TRADE,"C-303, Anna Salai, Adyar, Karnataka - 513826",ROC-BANGALORE
L82583KA2003PTC459630,CONSULTANCY OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,19/12/2003,39794062,21463511,Active,REAL ESTATE ACTIVITIES,"B-202, Brigade Road, Andheri, Karnataka - 484296",ROC-BANGALORE
L87196KA2015OPC577298,FINANCE MANUFACTURING OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,06/08/2015,5734151,3926853,Amalgamated,RETAIL TRADE,"A-101, Brigade Road, Adyar, Karnataka - 474394",ROC-BANGALORE
L76749KA2002OPC265399,EDUCATION INDIA PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,03/08/2002,38857111,13544910,Amalgamated,HUMAN HEALTH AND SOCIAL WORK,"A-101, Park Street, Andheri, Karnataka - 401054",ROC-BANGALORE
L28557KA2024OPC189392,FOODS CONSULTANCY OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,29/05/2024,33966954,7638664,Active,ACCOMMODATION AND FOOD SERVICE,"C-303, Brigade Road, Borivali, Karnataka - 446827",ROC-BANGALORE
U97788KA2013PLC287208,GLOBAL REALTY OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,21/07/2013,33698592,1920191,Under Liquidation,CONSTRUCTION,"B-202, Brigade Road, Andheri, Karnataka - 529567",ROC-BANGALORE
L37799KA2020OPC827432,INVESTMENTS SOLUTIONS PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,22/09/2020,16286420,8666879,Under Liquidation,MANUFACTURING (TEXTILES),"E-505, Anna Salai, Andheri, Karnataka - 434272",ROC-BANGALORE
L13660KA2022OPC189090,CONSTRUCTIONS DEVELOPERS FOODS PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,20/06/2022,18755847,8279821,Dissolved,RETAIL TRADE,"A-101, Anna Salai, Satellite, Karnataka - 438579",ROC-BANGALORE
U42883KA2015OPC354323,FOODS CORPORATIONS LIMITED,Private,Unlimited Company,State Govt company,22/05/2015,24900179,14555354,Active,MANUFACTURING (TEXTILES),"C-303, Park Street, Satellite, Karnataka - 548064",ROC-BANGALORE
U58355KA2020PLC288466,REALTY CHEMICALS LIMITED,Public,Company limited by guarantee,State Govt company,18/05/2020,20363848,20978248,Active,MANUFACTURING (FOOD PRODUCTS),"B-202, Link Road, Whitefield, Karnataka - 526676",ROC-BANGALORE
U51729KA2001PLC340649,TRADING EXPORTS PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,30/11/2001,35613493,14602083,Amalgamated,HUMAN HEALTH AND SOCIAL WORK,"A-101, Anna Salai, Whitefield, Karnataka - 413739",ROC-BANGALORE
