CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,COMPANY_STATUS,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,ROC_CODE
L53848GJ2006OPC745390,CONSTRUCTIONS FOODS PRIVATE LIMITED,Private,Unlimited Company,State Govt company,30/11/2006,45776233,15097682,Active,INFORMATION SERVICE ACTIVITIES,"A-101, Anna Salai, Whitefield, Gujarat - 500370",ROC-AHMEDABAD
U74212GJ2008PLC260478,PHARMA REALTY LIMITED,Private,Company limited by shares,Non-govt company,10/04/2008,46947375,23186293,Under Liquidation,MANUFACTURING (FOOD PRODUCTS),"C-303, Park Street, Adyar, Gujarat - 501445",ROC-AHMEDABAD
U34858GJ2003PTC462593,SOLUTIONS OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,16/05/2003,23524480,2629583,Dissolved,HUMAN HEALTH AND SOCIAL WORK,"B-202, Anna Salai, Adyar, Gujarat - 497964",ROC-AHMEDABAD
L70690GJ2007OPC912554,INVESTMENTS FOODS DEVELOPERS PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,14/11/2007,25711066,22761993,Active,REAL ESTATE ACTIVITIES,"A-101, Park Street, Andheri, Gujarat - 500271",ROC-AHMEDABAD
L75631GJ2003OPC371745,SYSTEMS PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,12/02/2003,1042757,616833,Active,FINANCIAL SERVICE ACTIVITIES,"C-303, Link Road, Borivali, Gujarat - 457438",ROC-AHMEDABAD
U69125GJ2012PLC661088,CONSULTANCY SOLUTIONS OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,14/04/2012,32926865,148880,Active,RETAIL TRADE,"C-303, Park Street, Borivali, Gujarat - 522209",ROC-AHMEDABAD
L85925GJ2005PLC830134,TECHNOLOGIES OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,16/12/2005,40169952,16136469,Amalgamated,REAL ESTATE ACTIVITIES,"C-303, Link Road, Borivali, Gujarat - 432346",ROC-AHMEDABAD
L22835GJ2015PLC678025,HEALTHCARE VENTURES LIMITED,Public,Unlimited Company,Non-govt company,04/07/2015,26136927,3337284,Strike Off,FINANCIAL SERVICE ACTIVITIES,"A-101, Park Street, Whitefield, Gujarat - 522886",ROC-AHMEDABAD
U98006GJ2003PLC884747,EXPORTS PHARMA OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,16/11/2003,21063127,6822293,Strike Off,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"A-101, Anna Salai, Satellite, Gujarat - 521180",ROC-AHMEDABAD
L11373GJ2019PLC179139,SERVICES DEVELOPERS EDUCATION LIMITED,One Person Company,Company limited by guarantee,State Govt company,21/04/2019,32900636,23281535,Strike Off,HUMAN HEALTH AND SOCIAL WORK,"B-202, Park Street, Borivali, Gujarat - 453236",ROC-AHMEDABAD
L80390GJ2012PLC774902,INDUSTRIES MANUFACTURING OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,22/06/2012,36434324,19083381,Strike Off,RETAIL TRADE,"C-303, MG Road, Satellite, Gujarat - 467158",ROC-AHMEDABAD
U27884GJ2003PLC622109,EDUCATION INDUSTRIES SYSTEMS PRIVATE LIMITED,Public,Unlimited Company,State Govt company,20/10/2003,21239981,3944628,Amalgamated,CONSTRUCTION,"D-404, Park Street, Borivali, Gujarat - 505842",ROC-AHMEDABAD
L63568GJ2024OPC238933,CHEMICALS PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,19/11/2024,36602224,15969783,Under Liquidation,FINANCIAL SERVICE ACTIVITIES,"E-505, Brigade Road, Whitefield, Gujarat - 452489",ROC-AHMEDABAD
U24042GJ2001PLC286448,ENTERPRISES PRIVATE LIMITED,Private,Company limited by shares,State Govt company,01/03/2001,3726266,20445266,Strike Off,WHOLESALE TRADE,"A-101, MG Road, Satellite, Gujarat - 432533",ROC-AHMEDABAD
U65819GJ2014PLC560448,TEXTILES CORPORATIONS SYSTEMS PRIVATE LIMITED,Private,Unlimited Company,State Govt company,10/09/2014,47228743,6706634,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, Anna Salai, Whitefield, Gujarat - 546884",ROC-AHMEDABAD
L67903GJ2018OPC775599,CHEMICALS SERVICES LIMITED,Private,Company limited by shares,State Govt company,02/09/2018,20555643,6270569,Under Liquidation,HUMAN HEALTH AND SOCIAL WORK,"E-505, Link Road, Adyar, Gujarat - 445936",ROC-AHMEDABAD
U83016GJ2019PTC740437,CORPORATIONS CAPITAL LIMITED,Public,Unlimited Company,Non-govt company,07/05/2019,46777310,10420825,Active,INFORMATION SERVICE ACTIVITIES,"E-505, Link Road, Andheri, Gujarat - 411721",ROC-AHMEDABAD
U58374GJ2004PTC334234,INDUSTRIES OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,09/03/2004,47005384,22079251,Under Liquidation,MANUFACTURING (FOOD PRODUCTS),"A-101, MG Road, Whitefield, Gujarat - 467386",ROC-AHMEDABAD
U61503GJ2007PTC776171,CAPITAL GLOBAL OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,08/05/2007,43630071,421089,Active,WHOLESALE TRADE,"E-505, Anna Salai, Andheri, Gujarat - 473366",ROC-AHMEDABAD
L48105GJ2018OPC504659,MANUFACTURING OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,19/07/2018,9595534,14407324,Amalgamated,COMPUTER PROGRAMMING,"C-303, Brigade Road, Whitefield, Gujarat - 419007",ROC-AHMEDABAD
U71237GJ2015PTC154537,CONSULTANCY OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,03/02/2015,30443588,400861,Dissolved,MANUFACTURING (TEXTILES),"C-303, Anna Salai, Whitefield, Gujarat - 428387",ROC-AHMEDABAD
L30893GJ2016PTC580744,EDUCATION GLOBAL EXPORTS PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,31/12/2016,43099897,3384814,Dissolved,CONSTRUCTION,"B-202, MG Road, Adyar, Gujarat - 499219",ROC-AHMEDABAD
L43450GJ2012OPC999661,SOLUTIONS OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,14/09/2012,8116059,4914001,Under Liquidation,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","E-505, Link Road, Whitefield, Gujarat - 520955",ROC-AHMEDABAD
L93155GJ2000OPC162027,SERVICES TEXTILES CONSTRUCTIONS OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,06/06/2000,27259707,18876724,Active,MANUFACTURING (TEXTILES),"D-404, Brigade Road, Andheri, Gujarat - 538148",ROC-AHMEDABAD
U40367GJ2004PTC138463,EXPORTS LIMITED,Private,Company limited by shares,Non-govt company,19/06/2004,31683868,1363703,Strike Off,FINANCIAL SERVICE ACTIVITIES,"E-505, MG Road, Satellite, Gujarat - 442657",ROC-AHMEDABAD
U16062GJ2008PTC764013,GLOBAL PRIVATE LIMITED,Private,Company limited by shares,State Govt company,14/07/2008,34803440,12378525,Dissolved,MANUFACTURING (FOOD PRODUCTS),"B-202, Brigade Road, Adyar, Gujarat - 532159",ROC-AHMEDABAD
L98090GJ2011OPC935337,INDIA OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,11/08/2011,23548732,7389804,Under Liquidation,MANUFACTURING (TEXTILES),"B-202, MG Road, Borivali, Gujarat - 483006",ROC-AHMEDABAD
U26248GJ2004PTC876298,TEXTILES OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,10/06/2004,3102407,18402328,Under Liquidation,INFORMATION SERVICE ACTIVITIES,"C-303, Link Road, Whitefield, Gujarat - 415087",ROC-AHMEDABAD
L50993GJ2012OPC440905,SYSTEMS TECH OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,04/03/2012,5231543,13247706,Active,FINANCIAL SERVICE ACTIVITIES,"B-202, Anna Salai, Satellite, Gujarat - 495152",ROC-AHMEDABAD
U63053GJ2017OPC969383,EXPORTS TECHNOLOGIES LIMITED,Private,Unlimited Company,Non-govt company,08/05/2017,39132067,1865580,Strike Off,MANUFACTURING (CHEMICALS),"A-101, Anna Salai, Satellite, Gujarat - 488305",ROC-AHMEDABAD
U88988GJ2015PTC949054,EXPORTS LIMITED,Public,Unlimited Company,State Govt company,05/03/2015,12394474,5978633,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"E-505, MG Road, Satellite, Gujarat - 476306",ROC-AHMEDABAD
U10245GJ2011OPC649735,INDIA REALTY FOODS PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,14/08/2011,21793219,4746284,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, Anna Salai, Andheri, Gujarat - 422116",ROC-AHMEDABAD
L18715GJ2011PLC104265,CONSULTANCY VENTURES SYSTEMS LIMITED,Public,Company limited by guarantee,State Govt company,03/01/2011,19027627,14360467,Under Liquidation,RETAIL TRADE,"C-303, Anna Salai, Adyar, Gujarat - 555185",ROC-AHMEDABAD
U99042GJ2017PTC174302,ENTERPRISES LIMITED,One Person Company,Unlimited Company,State Govt company,07/07/2017,43319401,20624820,Strike Off,ACCOMMODATION AND FOOD SERVICE,"B-202, Link Road, Whitefield, Gujarat - 495437",ROC-AHMEDABAD
U53443GJ2011PLC243003,INDUSTRIES LIMITED,One Person Company,Unlimited Company,Non-govt company,02/08/2011,2891550,4017393,Under Liquidation,CONSTRUCTION,"B-202, Anna Salai, Whitefield, Gujarat - 527758",ROC-AHMEDABAD
L34741GJ2018OPC221955,ENTERPRISES PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,15/08/2018,35835326,15473622,Dissolved,FINANCIAL SERVICE ACTIVITIES,"C-303, Brigade Road, Whitefield, Gujarat - 534984",ROC-AHMEDABAD
U84731GJ2002PTC845192,CORPORATIONS LIMITED,Public,Company limited by guarantee,Non-govt company,09/01/2002,49302116,10407111,Under Liquidation,MANUFACTURING (TEXTILES),"E-505, Brigade Road, Adyar, Gujarat - 473455",ROC-AHMEDABAD
L58228GJ2004OPC411192,CONSULTANCY FINANCE PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,26/11/2004,18577062,7175434,Amalgamated,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","E-505, Brigade Road, Satellite, Gujarat - 444560",ROC-AHMEDABAD
U73396GJ2014OPC987880,MANUFACTURING PHARMA OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,01/09/2014,15567679,15935718,Under Liquidation,HUMAN HEALTH AND SOCIAL WORK,"D-404, Link Road, Andheri, Gujarat - 498515",ROC-AHMEDABAD
L43027GJ2013PLC647637,TRADING REALTY INVESTMENTS OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,19/08/2013,17328308,18036503,Under Liquidation,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","B-202, Brigade Road, Adyar, Gujarat - 427706",ROC-AHMEDABAD
L38308GJ2007PLC519078,SYSTEMS OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,11/08/2007,23418378,7100125,Under Liquidation,REAL ESTATE ACTIVITIES,"E-505, Brigade Road, Andheri, Gujarat - 505135",ROC-AHMEDABAD
U18322GJ2024PLC224351,GLOBAL CORPORATIONS CHEMICALS PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,12/06/2024,39463014,22524076,Strike Off,INFORMATION SERVICE ACTIVITIES,"A-101, Park Street, Andheri, Gujarat - 522058",ROC-AHMEDABAD
L73253GJ2006OPC880901,REALTY LIMITED,Public,Company limited by shares,State Govt company,14/05/2006,11011321,19735819,Active,MANUFACTURING (TEXTILES),"E-505, Anna Salai, Adyar, Gujarat - 536353",ROC-AHMEDABAD
U93308GJ2018PTC143936,FINANCE MANUFACTURING PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,05/11/2018,16849394,10568374,Strike Off,FINANCIAL SERVICE ACTIVITIES,"E-505, Park Street, Borivali, Gujarat - 454107",ROC-AHMEDABAD
U68137GJ2000PLC441883,ENTERPRISES PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,23/07/2000,31094621,7919928,Amalgamated,RETAIL TRADE,"A-101, Brigade Road, Whitefield, Gujarat - 542245",ROC-AHMEDABAD
U47539GJ2010OPC362616,IMPORTS PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,16/12/2010,45719068,6204792,Amalgamated,CONSTRUCTION,"B-202, Anna Salai, Satellite, Gujarat - 428332",ROC-AHMEDABAD
L52940GJ2020OPC742817,TECHNOLOGIES EXPORTS ENTERPRISES OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,21/03/2020,4912310,7994025,Under Liquidation,FINANCIAL SERVICE ACTIVITIES,"E-505, Brigade Road, Borivali, Gujarat - 537339",ROC-AHMEDABAD
L15585GJ2004PLC517851,VENTURES LIMITED,Public,Unlimited Company,Non-govt company,15/02/2004,29138021,3756673,Under Liquidation,CONSTRUCTION,"D-404, Link Road, Borivali, Gujarat - 510176",ROC-AHMEDABAD
L96121GJ2001PLC293903,INNOVATIONS INDIA OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,03/07/2001,4100086,17455303,Dissolved,COMPUTER PROGRAMMING,"C-303, MG Road, Borivali, Gujarat - 560015",ROC-AHMEDABAD
L54822GJ2018OPC149739,CORPORATIONS OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,24/07/2018,14383134,8697631,Amalgamated,ACCOMMODATION AND FOOD SERVICE,"A-101, Link Road, Satellite, Gujarat - 452593",ROC-AHMEDABAD
U16966GJ2011PTC855108,VENTURES PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,13/10/2011,42210622,497384,Under Liquidation,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","B-202, MG Road, Andheri, Gujarat - 471146",ROC-AHMEDABAD
L28214GJ2014PTC283016,INVESTMENTS CONSULTANCY SOLUTIONS OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,14/05/2014,31775455,21810789,Under Liquidation,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"A-101, Link Road, Adyar, Gujarat - 520176",ROC-AHMEDABAD
U43362GJ2022PTC483060,INNOVATIONS EDUCATION CHEMICALS OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,17/12/2022,42864862,21803181,Dissolved,HUMAN HEALTH AND SOCIAL WORK,"E-505, Link Road, Whitefield, Gujarat - 500454",ROC-AHMEDABAD
U69421GJ2024PLC855440,VENTURES SERVICES OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,16/02/2024,22688595,21140777,Active,RETAIL TRADE,"C-303, Brigade Road, Borivali, Gujarat - 508171",ROC-AHMEDABAD
L91885GJ2021OPC623749,INVESTMENTS CAPITAL OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,27/08/2021,23165641,4923631,Active,COMPUTER PROGRAMMING,"C-303, Link Road, Adyar, Gujarat - 455769",ROC-AHMEDABAD
L60308GJ2017PTC727238,CONSULTANCY SYSTEMS INNOVATIONS PRIVATE LIMITED,Private,Company limited by shares,State Govt company,13/11/2017,28609363,10151403,Dissolved,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","E-505, Anna Salai, Andheri, Gujarat - 421943",ROC-AHMEDABAD
U12837GJ2007PTC892820,CORPORATIONS FINANCE PRIVATE LIMITED,Private,Company limited by shares,State Govt company,23/07/2007,4240176,6797619,Amalgamated,MANUFACTURING (CHEMICALS),"C-303, Brigade Road, Satellite, Gujarat - 443560",ROC-AHMEDABAD
U24384GJ2019PLC230704,EXPORTS TEXTILES INVESTMENTS PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,26/11/2019,21363260,14541252,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","A-101, Brigade Road, Andheri, Gujarat - 517427",ROC-AHMEDABAD
L88307GJ2008PLC717920,INDIA LIMITED,Private,Unlimited Company,Non-govt company,09/03/2008,32121974,9617787,Amalgamated,HUMAN HEALTH AND SOCIAL WORK,"C-303, Park Street, Adyar, Gujarat - 515965",ROC-AHMEDABAD
L28564GJ2022OPC233836,INVESTMENTS PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,20/05/2022,28337795,7761760,Active,INFORMATION SERVICE ACTIVITIES,"B-202, Park Street, Satellite, Gujarat - 527243",ROC-AHMEDABAD
U78876GJ2023OPC183660,CONSTRUCTIONS LIMITED,One Person Company,Company limited by guarantee,Non-govt company,05/06/2023,37344093,19255329,Active,FINANCIAL SERVICE ACTIVITIES,"D-404, Park Street, Adyar, Gujarat - 491999",ROC-AHMEDABAD
L87576GJ2009OPC816410,VENTURES CONSTRUCTIONS OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,09/05/2009,16234027,14405641,Active,INFORMATION SERVICE ACTIVITIES,"D-404, MG Road, Borivali, Gujarat - 557801",ROC-AHMEDABAD
L28872GJ2005OPC737617,SYSTEMS DEVELOPERS LIMITED,Private,Company limited by shares,Non-govt company,23/06/2005,35250493,1354481,Dissolved,REAL ESTATE ACTIVITIES,"A-101, Anna Salai, Adyar, Gujarat - 509065",ROC-AHMEDABAD
U17392GJ2017PTC183202,FOODS PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,22/11/2017,45766798,19686183,Under Liquidation,MANUFACTURING (CHEMICALS),"C-303, Link Road, Borivali, Gujarat - 544053",ROC-AHMEDABAD
U58807GJ2012PLC973547,REALTY EDUCATION LIMITED,Private,Company limited by guarantee,Non-govt company,25/05/2012,34134130,24271054,Strike Off,MANUFACTURING (TEXTILES),"A-101, Anna Salai, Andheri, Gujarat - 508359",ROC-AHMEDABAD
U34370GJ2024OPC981647,DEVELOPERS HEALTHCARE OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,02/10/2024,18388008,2773037,Under Liquidation,RETAIL TRADE,"B-202, Link Road, Borivali, Gujarat - 403399",ROC-AHMEDABAD
U36039GJ2000OPC994568,FINANCE INVESTMENTS PRIVATE LIMITED,Public,Unlimited Company,State Govt company,20/10/2000,20254198,3344762,Active,INFORMATION SERVICE ACTIVITIES,"A-101, Anna Salai, Whitefield, Gujarat - 539538",ROC-AHMEDABAD
U71563GJ2003PLC179327,CONSTRUCTIONS INNOVATIONS OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,13/06/2003,14666647,4583739,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"B-202, MG Road, Borivali, Gujarat - 463954",ROC-AHMEDABAD
U20754GJ2020PLC689308,CONSULTANCY INTERNATIONAL TECHNOLOGIES LIMITED,Private,Unlimited Company,State Govt company,27/08/2020,35293429,11039114,Active,CONSTRUCTION,"D-404, Anna Salai, Borivali, Gujarat - 451120",ROC-AHMEDABAD
L70296GJ2009PTC455651,SYSTEMS HEALTHCARE SERVICES PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,07/07/2009,7966726,19305974,Amalgamated,MANUFACTURING (FOOD PRODUCTS),"C-303, Brigade Road, Adyar, Gujarat - 508945",ROC-AHMEDABAD
U40401GJ2023PLC714159,CAPITAL DEVELOPERS OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,17/04/2023,41063128,2032919,Dissolved,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","E-505, MG Road, Borivali, Gujarat - 522244",ROC-AHMEDABAD
U22844GJ2010PTC884844,SERVICES LIMITED,One Person Company,Company limited by guarantee,Non-govt company,16/11/2010,42958363,1820252,Active,CONSTRUCTION,"C-303, Brigade Road, Whitefield, Gujarat - 477071",ROC-AHMEDABAD
U40310GJ2007OPC877680,FINANCE IMPORTS HEALTHCARE LIMITED,Private,Company limited by guarantee,Non-govt company,02/06/2007,319044,2980563,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"E-505, Brigade Road, Andheri, Gujarat - 447995",ROC-AHMEDABAD
U49039GJ2016OPC193038,CORPORATIONS GLOBAL INVESTMENTS LIMITED,Private,Company limited by guarantee,State Govt company,09/04/2016,43679674,24752037,Amalgamated,MANUFACTURING (CHEMICALS),"C-303, MG Road, Adyar, Gujarat - 497624",ROC-AHMEDABAD
U34643GJ2011PLC293529,IMPORTS PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,13/01/2011,3437275,2612084,Dissolved,CONSTRUCTION,"C-303, Anna Salai, Borivali, Gujarat - 436624",ROC-AHMEDABAD
U69918GJ2017PLC363735,EXPORTS PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,08/10/2017,31289871,91191,Active,REAL ESTATE ACTIVITIES,"C-303, Anna Salai, Adyar, Gujarat - 420146",ROC-AHMEDABAD
U92610GJ2021PLC396409,IMPORTS DEVELOPERS LIMITED,Private,Company limited by shares,State Govt company,07/07/2021,28421797,2521843,Dissolved,INFORMATION SERVICE ACTIVITIES,"D-404, Park Street, Borivali, Gujarat - 502790",ROC-AHMEDABAD
L18318GJ2021PTC765460,INNOVATIONS PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,29/05/2021,34212062,12484068,Under Liquidation,ACCOMMODATION AND FOOD SERVICE,"E-505, Anna Salai, Adyar, Gujarat - 414035",ROC-AHMEDABAD
L77478GJ2008PLC663223,INVESTMENTS REALTY LIMITED,Public,Company limited by shares,State Govt company,08/02/2008,48648389,24477181,Strike Off,FINANCIAL SERVICE ACTIVITIES,"C-303, Park Street, Andheri, Gujarat - 550542",ROC-AHMEDABAD
U48681GJ2015PTC831878,INDUSTRIES LIMITED,Private,Unlimited Company,Non-govt company,27/09/2015,26876110,6952168,Strike Off,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","A-101, Link Road, Whitefield, Gujarat - 521061",ROC-AHMEDABAD
U57981GJ2010OPC592242,CAPITAL INDUSTRIES LIMITED,One Person Company,Company limited by shares,State Govt company,24/06/2010,4539240,7092305,Active,EDUCATION,"E-505, Park Street, Borivali, Gujarat - 511510",ROC-AHMEDABAD
U22054GJ2004PTC299157,INVESTMENTS CAPITAL CORPORATIONS LIMITED,Private,Company limited by guarantee,Non-govt company,07/08/2004,753888,17804771,Active,HUMAN HEALTH AND SOCIAL WORK,"D-404, MG Road, Borivali, Gujarat - 554905",ROC-AHMEDABAD
U61765GJ2010PLC206530,MANUFACTURING IMPORTS OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,04/11/2010,21983339,15604413,Active,RETAIL TRADE,"E-505, Brigade Road, Satellite, Gujarat - 433576",ROC-AHMEDABAD
L29719GJ2014PLC894178,TRADING CONSTRUCTIONS LIMITED,Public,Company limited by guarantee,State Govt company,08/01/2014,9907166,11919848,Active,MANUFACTURING (TEXTILES),"D-404, Park Street, Adyar, Gujarat - 442405",ROC-AHMEDABAD
U27670GJ2014PLC533450,CHEMICALS PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,21/01/2014,17336086,7654127,Strike Off,FINANCIAL SERVICE ACTIVITIES,"B-202, Link Road, Borivali, Gujarat - 480382",ROC-AHMEDABAD
L43340GJ2006PTC179669,ENTERPRISES LIMITED,One Person Company,Unlimited Company,Non-govt company,03/08/2006,41736843,18652985,Amalgamated,MANUFACTURING (FOOD PRODUCTS),"C-303, Link Road, Adyar, Gujarat - 465239",ROC-AHMEDABAD
L70660GJ2000PLC506267,CHEMICALS TECH PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,25/10/2000,43760380,6909061,Active,INFORMATION SERVICE ACTIVITIES,"C-303, Anna Salai, Adyar, Gujarat - 540634",ROC-AHMEDABAD
U55871GJ2000PLC527017,INDIA OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,20/04/2000,18998573,2048094,Active,CONSTRUCTION,"E-505, MG Road, Andheri, Gujarat - 484309",ROC-AHMEDABAD
L58876GJ2009PLC420521,TECHNOLOGIES INNOVATIONS CAPITAL LIMITED,One Person Company,Company limited by guarantee,State Govt company,29/06/2009,39699255,4887867,Strike Off,MANUFACTURING (TEXTILES),"E-505, Link Road, Whitefield, Gujarat - 543370",ROC-AHMEDABAD
