CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,COMPANY_STATUS,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,ROC_CODE
U44211MH2021PTC596584,TEXTILES SERVICES DEVELOPERS PRIVATE LIMITED,Public,Unlimited Company,State Govt company,06/12/2021,7410335,6232693,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","B-202, Anna Salai, Satellite, Maharashtra - 465863",ROC-MUMBAI
U56782MH2002PLC591677,FOODS OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,01/11/2002,48067646,23547614,Strike Off,CONSTRUCTION,"B-202, MG Road, Andheri, Maharashtra - 484977",ROC-MUMBAI
U54855MH2015PTC100377,CAPITAL CONSTRUCTIONS LIMITED,Public,Unlimited Company,Non-govt company,30/10/2015,31328592,23237556,Active,INFORMATION SERVICE ACTIVITIES,"D-404, Brigade Road, Whitefield, Maharashtra - 493480",ROC-MUMBAI
U86292MH2021PTC259960,ENTERPRISES FOODS INNOVATIONS LIMITED,Private,Unlimited Company,Non-govt company,28/04/2021,45360994,22542614,Strike Off,WHOLESALE TRADE,"B-202, Park Street, Satellite, Maharashtra - 514626",ROC-MUMBAI
L80695MH2005PTC748219,CAPITAL INVESTMENTS OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,04/04/2005,37312656,16254233,Active,ACCOMMODATION AND FOOD SERVICE,"A-101, Anna Salai, Borivali, Maharashtra - 467491",ROC-MUMBAI
L71372MH2000OPC485772,INTERNATIONAL PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,14/11/2000,20715563,8359088,Under Liquidation,CONSTRUCTION,"E-505, Anna Salai, Borivali, Maharashtra - 421249",ROC-MUMBAI
U64921MH2024OPC403806,INTERNATIONAL LIMITED,Private,Unlimited Company,Non-govt company,25/05/2024,44925722,18824107,Dissolved,REAL ESTATE ACTIVITIES,"E-505, Park Street, Satellite, Maharashtra - 547369",ROC-MUMBAI
L36880MH2024PTC553237,INDUSTRIES OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,26/08/2024,42821193,5899036,Active,MANUFACTURING (CHEMICALS),"E-505, Anna Salai, Whitefield, Maharashtra - 425364",ROC-MUMBAI
U17647MH2008PTC979150,EDUCATION TECHNOLOGIES SOLUTIONS PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,25/03/2008,17092603,5539180,Strike Off,MANUFACTURING (TEXTILES),"B-202, Link Road, Adyar, Maharashtra - 413787",ROC-MUMBAI
U37857MH2003PLC738523,FOODS INVESTMENTS ENTERPRISES PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,26/02/2003,36850832,2984174,Active,CONSTRUCTION,"D-404, Park Street, Whitefield, Maharashtra - 438040",ROC-MUMBAI
U87986MH2022PTC829845,GLOBAL LIMITED,Private,Company limited by shares,State Govt company,23/02/2022,17629554,5289160,Dissolved,EDUCATION,"C-303, MG Road, Borivali, Maharashtra - 494121",ROC-MUMBAI
U40648MH2003PTC630503,GLOBAL PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,01/10/2003,34643633,8274049,Under Liquidation,CONSTRUCTION,"A-101, Anna Salai, Whitefield, Maharashtra - 446514",ROC-MUMBAI
U18032MH2021PTC465177,INVESTMENTS PRIVATE LIMITED,Public,Unlimited Company,State Govt company,22/04/2021,46622063,9361605,Active,MANUFACTURING (CHEMICALS),"C-303, Anna Salai, Whitefield, Maharashtra - 451782",ROC-MUMBAI
U20947MH2008PLC811033,PHARMA PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,30/10/2008,6867612,17716206,Dissolved,FINANCIAL SERVICE ACTIVITIES,"D-404, Anna Salai, Andheri, Maharashtra - 557410",ROC-MUMBAI
U93454MH2023OPC420156,TECH CAPITAL EDUCATION OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,16/04/2023,41542742,5200709,Dissolved,INFORMATION SERVICE ACTIVITIES,"B-202, Anna Salai, Whitefield, Maharashtra - 403281",ROC-MUMBAI
L11180MH2006OPC987548,FINANCE CONSTRUCTIONS PHARMA OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,20/09/2006,18989307,22624448,Dissolved,HUMAN HEALTH AND SOCIAL WORK,"D-404, Brigade Road, Adyar, Maharashtra - 490380",ROC-MUMBAI
U84737MH2013PLC424974,FINANCE HEALTHCARE LIMITED,Private,Company limited by shares,Non-govt company,12/08/2013,12481695,16106896,Dissolved,MANUFACTURING (CHEMICALS),"A-101, MG Road, Adyar, Maharashtra - 462858",ROC-MUMBAI
U33317MH2018PTC216685,FINANCE EDUCATION INTERNATIONAL PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,16/05/2018,29316185,8664851,Under Liquidation,COMPUTER PROGRAMMING,"C-303, MG Road, Adyar, Maharashtra - 512141",ROC-MUMBAI
L46610MH2006OPC990221,SERVICES CHEMICALS EDUCATION OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,29/11/2006,14465623,5733444,Amalgamated,CONSTRUCTION,"A-101, Park Street, Andheri, Maharashtra - 476484",ROC-MUMBAI
L21382MH2009PLC747012,TECHNOLOGIES PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,08/01/2009,6293344,4109688,Amalgamated,MANUFACTURING (TEXTILES),"C-303, Anna Salai, Andheri, Maharashtra - 479816",ROC-MUMBAI
U71665MH2015PTC141054,GLOBAL VENTURES LIMITED,Public,Unlimited Company,State Govt company,03/06/2015,1769209,7903887,Under Liquidation,ACCOMMODATION AND FOOD SERVICE,"A-101, Anna Salai, Borivali, Maharashtra - 522721",ROC-MUMBAI
U69571MH2020PLC287308,TECHNOLOGIES PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,01/05/2020,27684518,20809980,Dissolved,WHOLESALE TRADE,"E-505, Link Road, Borivali, Maharashtra - 540007",ROC-MUMBAI
U36180MH2023PLC944080,ENTERPRISES SYSTEMS MANUFACTURING PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,08/04/2023,30959874,3288164,Under Liquidation,MANUFACTURING (TEXTILES),"A-101, Brigade Road, Borivali, Maharashtra - 493004",ROC-MUMBAI
L61822MH2017PLC655322,INDUSTRIES CAPITAL FOODS OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,15/08/2017,6082431,15404572,Active,RETAIL TRADE,"A-101, Link Road, Whitefield, Maharashtra - 489757",ROC-MUMBAI
U83350MH2008PLC516791,CORPORATIONS OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,04/01/2008,13758614,2857393,Dissolved,MANUFACTURING (TEXTILES),"B-202, Link Road, Adyar, Maharashtra - 516647",ROC-MUMBAI
L65528MH2007PLC581931,MANUFACTURING INVESTMENTS REALTY LIMITED,Public,Company limited by shares,Non-govt company,01/01/2007,18382216,2668338,Under Liquidation,FINANCIAL SERVICE ACTIVITIES,"A-101, Anna Salai, Adyar, Maharashtra - 489150",ROC-MUMBAI
U88468MH2005OPC634294,HEALTHCARE CORPORATIONS GLOBAL LIMITED,One Person Company,Company limited by guarantee,Non-govt company,19/07/2005,21162591,129087,Under Liquidation,WHOLESALE TRADE,"E-505, Link Road, Adyar, Maharashtra - 483206",ROC-MUMBAI
L27231MH2014OPC660762,GLOBAL OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,30/11/2014,16528306,4517340,Strike Off,CONSTRUCTION,"A-101, Brigade Road, Whitefield, Maharashtra - 530939",ROC-MUMBAI
U69225MH2005PLC420523,CORPORATIONS CAPITAL OPC PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,03/02/2005,21358324,13775547,Amalgamated,RETAIL TRADE,"A-101, Brigade Road, Andheri, Maharashtra - 417914",ROC-MUMBAI
U90147MH2010PLC609752,VENTURES LIMITED,Private,Company limited by guarantee,State Govt company,21/10/2010,4747556,4844015,Dissolved,COMPUTER PROGRAMMING,"C-303, Anna Salai, Andheri, Maharashtra - 460635",ROC-MUMBAI
U34443MH2014PTC606717,PHARMA INDUSTRIES CAPITAL OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,17/02/2014,40602125,14224540,Amalgamated,CONSTRUCTION,"E-505, Park Street, Satellite, Maharashtra - 547733",ROC-MUMBAI
L16189MH2022PLC525448,TECH SOLUTIONS OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,04/10/2022,45441709,6159801,Strike Off,CONSTRUCTION,"B-202, Brigade Road, Satellite, Maharashtra - 552028",ROC-MUMBAI
U28995MH2017PLC942561,INTERNATIONAL OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,16/05/2017,6609077,19628181,Amalgamated,INFORMATION SERVICE ACTIVITIES,"C-303, MG Road, Adyar, Maharashtra - 468934",ROC-MUMBAI
L36880MH2015PTC955135,SYSTEMS INTERNATIONAL PRIVATE LIMITED,Private,Unlimited Company,State Govt company,21/03/2015,29146563,9031436,Active,RETAIL TRADE,"D-404, Link Road, Whitefield, Maharashtra - 496975",ROC-MUMBAI
L61920MH2016PTC156054,DEVELOPERS LIMITED,One Person Company,Company limited by shares,State Govt company,21/02/2016,123551,16174329,Strike Off,REAL ESTATE ACTIVITIES,"C-303, Link Road, Whitefield, Maharashtra - 534229",ROC-MUMBAI
U41652MH2019PLC749393,TECHNOLOGIES INDIA OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,25/05/2019,45045282,11981719,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"E-505, Brigade Road, Whitefield, Maharashtra - 527539",ROC-MUMBAI
U67690MH2019PTC557135,TECHNOLOGIES IMPORTS PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,22/06/2019,48589389,8117254,Strike Off,ACCOMMODATION AND FOOD SERVICE,"B-202, MG Road, Andheri, Maharashtra - 450543",ROC-MUMBAI
U79533MH2018OPC534862,GLOBAL OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,18/01/2018,20966092,1559420,Under Liquidation,ACCOMMODATION AND FOOD SERVICE,"B-202, Anna Salai, Adyar, Maharashtra - 521064",ROC-MUMBAI
U37148MH2002OPC305985,MANUFACTURING OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,25/06/2002,48540668,9028472,Under Liquidation,MANUFACTURING (CHEMICALS),"E-505, Link Road, Borivali, Maharashtra - 496238",ROC-MUMBAI
L29777MH2020OPC567386,TECH LIMITED,Public,Unlimited Company,State Govt company,05/03/2020,7286487,15817681,Under Liquidation,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, Brigade Road, Satellite, Maharashtra - 493555",ROC-MUMBAI
U77988MH2010PTC774916,SERVICES OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,24/12/2010,35936115,9461414,Under Liquidation,MANUFACTURING (CHEMICALS),"E-505, Park Street, Satellite, Maharashtra - 517168",ROC-MUMBAI
U75046MH2021OPC204390,INTERNATIONAL EXPORTS IMPORTS LIMITED,Private,Unlimited Company,Non-govt company,28/04/2021,31367904,5635847,Amalgamated,MANUFACTURING (TEXTILES),"C-303, Link Road, Andheri, Maharashtra - 522993",ROC-MUMBAI
L47500MH2009PTC866218,TEXTILES ENTERPRISES OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,19/07/2009,43558356,4544081,Strike Off,COMPUTER PROGRAMMING,"A-101, MG Road, Adyar, Maharashtra - 519533",ROC-MUMBAI
L59358MH2021PLC475017,CONSTRUCTIONS OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,23/07/2021,4960785,825784,Active,WHOLESALE TRADE,"E-505, Park Street, Borivali, Maharashtra - 475923",ROC-MUMBAI
U21037MH2008PTC607016,SOLUTIONS PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,19/12/2008,48081208,16354233,Dissolved,CONSTRUCTION,"E-505, MG Road, Adyar, Maharashtra - 408715",ROC-MUMBAI
L19596MH2000OPC779208,VENTURES EXPORTS OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,27/02/2000,7726893,11832055,Active,COMPUTER PROGRAMMING,"C-303, MG Road, Satellite, Maharashtra - 550331",ROC-MUMBAI
L65491MH2007PTC635774,DEVELOPERS SERVICES INTERNATIONAL OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,17/06/2007,16367430,8394301,Dissolved,MANUFACTURING (FOOD PRODUCTS),"B-202, MG Road, Borivali, Maharashtra - 490374",ROC-MUMBAI
L28474MH2002PTC560931,EXPORTS PRIVATE LIMITED,Public,Company limited by shares,State Govt company,18/05/2002,39783690,9473350,Active,EDUCATION,"A-101, Brigade Road, Satellite, Maharashtra - 501354",ROC-MUMBAI
U85008MH2011OPC303204,CONSTRUCTIONS SYSTEMS LIMITED,Private,Unlimited Company,State Govt company,26/11/2011,16179805,7847883,Strike Off,HUMAN HEALTH AND SOCIAL WORK,"E-505, Link Road, Adyar, Maharashtra - 539989",ROC-MUMBAI
L15714MH2010PTC424726,SOLUTIONS PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,01/06/2010,26917552,22559438,Strike Off,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"B-202, Park Street, Andheri, Maharashtra - 444262",ROC-MUMBAI
U17440MH2013PLC391618,TEXTILES INTERNATIONAL LIMITED,One Person Company,Unlimited Company,Non-govt company,13/12/2013,10293805,21587855,Strike Off,WHOLESALE TRADE,"B-202, Park Street, Satellite, Maharashtra - 544456",ROC-MUMBAI
U94323MH2002PTC655423,ENTERPRISES PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,02/01/2002,11891594,18709127,Amalgamated,HUMAN HEALTH AND SOCIAL WORK,"C-303, Brigade Road, Whitefield, Maharashtra - 413330",ROC-MUMBAI
L40604MH2008PTC765127,MANUFACTURING FINANCE REALTY OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,22/08/2008,733517,17332872,Under Liquidation,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"B-202, MG Road, Satellite, Maharashtra - 407653",ROC-MUMBAI
U37655MH2015PTC727059,INVESTMENTS SERVICES CAPITAL LIMITED,Private,Company limited by guarantee,Non-govt company,08/04/2015,46566841,14297836,Under Liquidation,EDUCATION,"A-101, Anna Salai, Borivali, Maharashtra - 459164",ROC-MUMBAI
U22379MH2013PLC854892,INTERNATIONAL EDUCATION IMPORTS LIMITED,One Person Company,Company limited by shares,Non-govt company,17/02/2013,4254658,2387581,Dissolved,MANUFACTURING (FOOD PRODUCTS),"E-505, Anna Salai, Satellite, Maharashtra - 505831",ROC-MUMBAI
L53714MH2021PLC449477,GLOBAL REALTY DEVELOPERS LIMITED,Public,Company limited by shares,Non-govt company,09/04/2021,42641246,14292022,Strike Off,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","C-303, Link Road, Adyar, Maharashtra - 486953",ROC-MUMBAI
L98234MH2021PLC559326,CORPORATIONS GLOBAL CONSTRUCTIONS LIMITED,One Person Company,Unlimited Company,State Govt company,27/07/2021,1096021,21935384,Active,MANUFACTURING (FOOD PRODUCTS),"E-505, Link Road, Satellite, Maharashtra - 499085",ROC-MUMBAI
U68405MH2004PTC507971,TECHNOLOGIES OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,02/11/2004,9465203,9979970,Active,CONSTRUCTION,"A-101, Link Road, Adyar, Maharashtra - 526030",ROC-MUMBAI
U27222MH2012PLC790900,FOODS PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,05/02/2012,41487088,11451615,Amalgamated,INFORMATION SERVICE ACTIVITIES,"E-505, Brigade Road, Andheri, Maharashtra - 450472",ROC-MUMBAI
L71961MH2015PTC256585,INVESTMENTS TEXTILES PRIVATE LIMITED,Public,Unlimited Company,State Govt company,05/05/2015,25005649,843467,Active,CONSTRUCTION,"C-303, Anna Salai, Satellite, Maharashtra - 542108",ROC-MUMBAI
U63915MH2011OPC290388,CHEMICALS REALTY PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,27/04/2011,42555161,24219001,Under Liquidation,MANUFACTURING (TEXTILES),"E-505, MG Road, Satellite, Maharashtra - 416419",ROC-MUMBAI
L57087MH2004OPC457453,IMPORTS PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,01/05/2004,37656557,18615879,Active,COMPUTER PROGRAMMING,"C-303, Brigade Road, Borivali, Maharashtra - 533728",ROC-MUMBAI
U10787MH2024OPC915523,INDUSTRIES CHEMICALS OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,30/09/2024,36267567,8559165,Amalgamated,WHOLESALE TRADE,"C-303, Brigade Road, Andheri, Maharashtra - 417928",ROC-MUMBAI
L14279MH2000PLC759960,HEALTHCARE LIMITED,One Person Company,Company limited by shares,State Govt company,18/01/2000,19250582,17295126,Active,EDUCATION,"E-505, Link Road, Whitefield, Maharashtra - 431041",ROC-MUMBAI
L38580MH2014OPC870803,FOODS OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,21/08/2014,9353530,21282094,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, Brigade Road, Andheri, Maharashtra - 532300",ROC-MUMBAI
U56011MH2017OPC459545,INTERNATIONAL EDUCATION PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,17/06/2017,4119266,22609293,Active,EDUCATION,"D-404, Brigade Road, Adyar, Maharashtra - 528895",ROC-MUMBAI
L98894MH2008OPC530143,REALTY SOLUTIONS OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,07/09/2008,48959961,7776613,Active,COMPUTER PROGRAMMING,"E-505, Anna Salai, Andheri, Maharashtra - 428604",ROC-MUMBAI
L24992MH2022PTC890229,INDIA CONSULTANCY LIMITED,Private,Company limited by guarantee,Non-govt company,15/09/2022,4305157,23054385,Amalgamated,HUMAN HEALTH AND SOCIAL WORK,"C-303, Anna Salai, Adyar, Maharashtra - 453594",ROC-MUMBAI
L86307MH2024PLC910523,FINANCE PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,20/04/2024,35137426,10330324,Under Liquidation,MANUFACTURING (CHEMICALS),"E-505, MG Road, Adyar, Maharashtra - 501481",ROC-MUMBAI
L94805MH2012PLC214869,VENTURES INTERNATIONAL INNOVATIONS PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,02/09/2012,18340921,15667797,Active,RETAIL TRADE,"E-505, Park Street, Satellite, Maharashtra - 557038",ROC-MUMBAI
U28705MH2021PLC592057,IMPORTS CHEMICALS HEALTHCARE PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,22/08/2021,14796227,16666880,Active,ACCOMMODATION AND FOOD SERVICE,"C-303, Link Road, Adyar, Maharashtra - 430804",ROC-MUMBAI
U85603MH2009PTC832616,ENTERPRISES PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,01/07/2009,33026677,212594,Active,MANUFACTURING (TEXTILES),"D-404, Anna Salai, Satellite, Maharashtra - 473526",ROC-MUMBAI
U83078MH2014PLC385855,GLOBAL LIMITED,Private,Unlimited Company,Non-govt company,26/05/2014,1983403,4713958,Strike Off,FINANCIAL SERVICE ACTIVITIES,"A-101, MG Road, Borivali, Maharashtra - 463373",ROC-MUMBAI
U25621MH2000PLC700001,INTERNATIONAL PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,19/04/2000,19534701,4641565,Dissolved,HUMAN HEALTH AND SOCIAL WORK,"A-101, Anna Salai, Satellite, Maharashtra - 418567",ROC-MUMBAI
L84067MH2020OPC571290,INDIA HEALTHCARE OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,08/09/2020,5415369,7736252,Strike Off,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","E-505, Anna Salai, Borivali, Maharashtra - 426571",ROC-MUMBAI
L22634MH2020OPC365039,CAPITAL PRIVATE LIMITED,Public,Company limited by shares,State Govt company,12/10/2020,25918508,20790396,Amalgamated,REAL ESTATE ACTIVITIES,"C-303, MG Road, Whitefield, Maharashtra - 506292",ROC-MUMBAI
L71557MH2022OPC133640,INNOVATIONS TECH LIMITED,One Person Company,Unlimited Company,Non-govt company,08/06/2022,15121171,10197810,Dissolved,FINANCIAL SERVICE ACTIVITIES,"B-202, MG Road, Satellite, Maharashtra - 457512",ROC-MUMBAI
L19428MH2014PTC432948,FOODS INDUSTRIES CONSULTANCY LIMITED,Private,Company limited by shares,State Govt company,28/10/2014,27841475,23122560,Active,RETAIL TRADE,"C-303, Brigade Road, Andheri, Maharashtra - 523865",ROC-MUMBAI
U75084MH2014PLC125912,EDUCATION TRADING SOLUTIONS LIMITED,Private,Unlimited Company,Non-govt company,23/10/2014,36053591,1000250,Dissolved,RETAIL TRADE,"D-404, Anna Salai, Andheri, Maharashtra - 525362",ROC-MUMBAI
U18291MH2014OPC684508,IMPORTS GLOBAL OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,26/07/2014,12519948,9983001,Under Liquidation,COMPUTER PROGRAMMING,"B-202, Anna Salai, Whitefield, Maharashtra - 474222",ROC-MUMBAI
U39014MH2017PLC798958,ENTERPRISES PRIVATE LIMITED,Private,Unlimited Company,State Govt company,17/08/2017,14661997,4434005,Dissolved,FINANCIAL SERVICE ACTIVITIES,"A-101, MG Road, Borivali, Maharashtra - 492856",ROC-MUMBAI
U81885MH2020OPC192403,SYSTEMS TECHNOLOGIES PHARMA PRIVATE LIMITED,Public,Unlimited Company,State Govt company,25/07/2020,20255812,1958099,Strike Off,ACCOMMODATION AND FOOD SERVICE,"D-404, Park Street, Andheri, Maharashtra - 489291",ROC-MUMBAI
L51761MH2022PTC376184,EDUCATION FOODS OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,24/05/2022,5602376,22660289,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, MG Road, Borivali, Maharashtra - 506351",ROC-MUMBAI
L29734MH2022PTC497173,TECHNOLOGIES GLOBAL TECH LIMITED,One Person Company,Unlimited Company,Non-govt company,24/09/2022,35462871,17044214,Strike Off,COMPUTER PROGRAMMING,"D-404, MG Road, Borivali, Maharashtra - 528233",ROC-MUMBAI
U42333MH2012PLC898211,INDUSTRIES PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,06/06/2012,44369054,20838054,Active,CONSTRUCTION,"C-303, MG Road, Adyar, Maharashtra - 542695",ROC-MUMBAI
L33803MH2013OPC965201,INDUSTRIES PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,07/02/2013,36254313,4215738,Strike Off,COMPUTER PROGRAMMING,"A-101, MG Road, Borivali, Maharashtra - 419233",ROC-MUMBAI
U37341MH2020PTC228275,IMPORTS REALTY EXPORTS OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,06/09/2020,23417659,5748704,Dissolved,MANUFACTURING (CHEMICALS),"D-404, Link Road, Borivali, Maharashtra - 558148",ROC-MUMBAI
U81141MH2005PLC231775,EXPORTS PRIVATE LIMITED,Private,Company limited by shares,State Govt company,12/05/2005,49418794,10969829,Amalgamated,HUMAN HEALTH AND SOCIAL WORK,"C-303, Link Road, Whitefield, Maharashtra - 433735",ROC-MUMBAI
